salesorderid,revisionnumber,orderdate,duedate,shipdate,status,onlineorderflag,purchaseordernumber,accountnumber,customerid,salespersonid,territoryid,billtoaddressid,shiptoaddressid,shipmethodid,creditcardid,creditcardapprovalcode,currencyrateid,subtotal,taxamt,freight,totaldue,comment,rowguid,modifieddate
51732,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO13398118972,10-4020-000427,29575,290.0,7,698,698,5,12316.0,66017Vi63696,,356.898,35.2139,11.0044,403.1163,,ca43194d-943d-47a6-ad0b-6828685a83b4,2024-07-06
51733,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO13108175772,10-4020-000103,30073,290.0,7,680,680,5,5804.0,66028Vi30290,,29331.5099,3287.2922,1027.2788,33646.0809,,96992a7e-7f70-43d8-8063-dc4f017c02c7,2024-07-06
51734,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO13427111801,10-4020-000638,30103,290.0,7,710,710,5,336.0,96041Vi1671,,84756.2421,8292.3791,2591.3685,95639.9897,,0da8fedd-2f69-41ed-9eaf-697cf0f8016c,2024-07-06
51735,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO13456167695,10-4020-000614,29564,290.0,7,708,708,5,10832.0,16042Vi55888,8745.0,85091.667,8920.819,2787.7559,96800.2419,,d64cf513-eceb-4afc-a1ff-c92c191afde0,2024-07-06
51736,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO13166116516,10-4020-000656,29977,290.0,7,711,711,5,1260.0,96044Vi6402,,2333.472,222.0286,69.3839,2624.8845,,a51a8403-23e8-43ad-8f33-21d04dcb4ddd,2024-07-06
51737,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO13311130738,10-4020-000301,30026,287.0,7,691,691,5,2082.0,26048Vi10861,,6556.47,632.3039,197.595,7386.3689,,2e4a2107-13e0-4df0-9e52-2cbe6e61f643,2024-07-06
51738,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO12963131573,10-4020-000617,29860,282.0,10,668,668,5,59.0,66065Vi298,8746.0,200.052,19.7385,6.1683,225.9588,,60df2b94-9af2-4a0f-819a-cb388f52c38e,2024-07-06
51739,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO12702124697,10-4020-000175,29712,290.0,7,684,684,5,18231.0,66092Vi94540,,111036.9487,10758.4219,3362.0068,125157.3774,,b5aba719-54fc-4052-988e-16e26d7ae246,2024-07-06
51740,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO12789111329,10-4020-000677,29983,289.0,6,554,554,5,15555.0,106106Vi80368,8743.0,3495.654,318.6083,99.5651,3913.8274,,9fa38f65-f1ff-412d-a6d9-0e66528daec6,2024-07-06
51741,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO12383191952,10-4020-000089,29633,277.0,2,763,763,5,13923.0,116136Vi72212,,2964.9942,286.3468,89.4834,3340.8244,,a2f890c5-f228-4128-a80f-d720ce0e48d1,2024-07-06
51742,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO12731111072,10-4020-000247,29869,290.0,7,688,688,5,19174.0,116138Vi99636,8745.0,3547.02,317.9605,99.3627,3964.3432,,26e9aa30-58ac-487a-9aa0-f8a1043d6ce0,2024-07-06
51743,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO12006129958,10-4020-000270,30091,277.0,2,784,784,5,6005.0,66176Vi31256,,2698.176,266.22,83.1938,3047.5898,,87859c14-6060-49fd-b7b8-d70a4a9ed4f0,2024-07-06
51744,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO12209122267,10-4020-000411,29657,286.0,9,427,427,5,15364.0,66189Vi79363,8741.0,316.86,31.2635,9.7699,357.8934,,bdbf4e78-9f8a-46fe-911e-c6cbb5d8b3aa,2024-07-06
51745,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO11745132954,10-4020-000097,29919,276.0,4,1005,1005,5,13064.0,26233Vi67605,,73437.9329,7061.7998,2206.8124,82706.5451,,c4f5f943-db66-447e-aeb8-c9dbd9e1d212,2024-07-06
51746,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO11542153436,10-4020-000062,29798,279.0,5,914,914,5,7667.0,36236Vi39712,,5467.248,525.547,164.2335,6157.0285,,d3868f93-1bf8-4114-9065-6974f7fe204c,2024-07-06
51747,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO11629182534,10-4020-000396,30060,277.0,2,798,798,5,15155.0,46241Vi78368,,1886.442,184.321,57.6003,2128.3633,,488111c6-ba5f-477c-a679-24356702e559,2024-07-06
51748,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO11658169327,10-4020-000233,29996,277.0,2,779,779,5,10395.0,96252Vi53599,,53853.9505,5179.8789,1618.7122,60652.5416,,e16eb361-936b-46e5-ab14-8116b376d289,2024-07-06
51749,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO11252196302,10-4020-000606,29848,275.0,3,625,625,5,18493.0,26275Vi96054,,2751.624,271.4936,84.8417,3107.9593,,77de762f-52d8-4000-b999-e5a2f543ef61,2024-07-06
51750,11,2024-06-29,2024-07-11,2024-07-06,5,false,PO11281171346,10-4020-000068,29586,288.0,8,718,718,5,16467.0,116277Vi85223,8745.0,8398.5368,675.5173,211.0992,9285.1533,,baddbdab-d2ad-46a1-8743-683b017cd118,2024-07-06
51751,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO11368156185,10-4020-000687,29725,288.0,8,754,754,5,12648.0,86303Vi65437,8745.0,58320.1019,5627.0964,1758.4676,65705.6659,,46ce8dcf-7b4e-403e-a7eb-68149a72dbf0,2024-07-06
51752,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO11223127670,10-4020-000632,30101,290.0,7,709,709,5,4855.0,76314Vi25507,,57263.2706,5537.4051,1730.4391,64531.1148,,434e0efe-1a9b-472d-83c8-e52df6aa76fe,2024-07-06
51753,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO11281190563,10-4020-000068,29586,288.0,8,718,718,5,16467.0,116325Vi85223,8745.0,4667.6435,437.3876,136.6836,5241.7147,,20a4fd6f-e499-4b8f-b783-1d6ce1772fd9,2024-07-06
51754,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO10991134499,10-4020-000570,29503,278.0,6,541,32,5,14963.0,126345Vi77500,8743.0,461.694,44.3226,13.8508,519.8674,,0f8e3fe7-e41e-4dc8-93c7-c41a3779dda0,2024-07-06
51755,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO11020169365,10-4020-000336,29789,278.0,6,501,501,5,18316.0,126352Vi95120,8743.0,41563.506,3999.4578,1249.8306,46812.7944,,aff469b0-65d4-4b0e-bc2f-9809eb5675aa,2024-07-06
51756,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO10469141722,10-4020-000335,29558,289.0,6,500,500,5,11282.0,66405Vi58190,8743.0,31.584,3.1163,0.9738,35.6741,,915c12b3-3b03-4e95-a117-8b9fd784e6c5,2024-07-06
51757,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO10498137557,10-4020-000316,30021,289.0,6,496,496,5,14152.0,26427Vi73427,8743.0,756.366,71.7723,22.4289,850.5672,,ea0f7f94-96f5-48f5-9559-caaf3800ae38,2024-07-06
51758,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO10150121946,10-4020-000009,29626,279.0,5,909,909,5,6863.0,66428Vi35781,,1301.826,128.4468,40.1396,1470.4124,,74876d3f-81cd-4bd7-a20f-03cc152b9b71,2024-07-06
51759,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO10208129572,10-4020-000134,30062,279.0,5,922,922,5,9141.0,36450Vi47206,,672.294,64.5402,20.1688,757.003,,f6ebcd3a-4d9d-4f0b-9b4c-a75ad249ddb8,2024-07-06
51760,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO9918180623,10-4020-000260,29561,279.0,5,936,936,5,7777.0,76481Vi40283,,42188.4683,4744.3553,1482.611,48415.4346,,15946664-0ae6-465e-90bc-479812773a24,2024-07-06
51761,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO580111702,10-4020-000230,29995,288.0,8,727,727,5,4871.0,76491Vi25601,8745.0,101223.4606,10591.3654,3309.8017,115124.6277,,085c5eea-1b1c-4c18-8b05-e8c507de9888,2024-07-06
51762,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO10121132749,10-4020-000684,29724,277.0,2,829,829,5,6126.0,76515Vi31838,,46582.4759,4536.112,1417.535,52536.1229,,c0152214-87e5-448d-8075-d715d30ba0d8,2024-07-06
51763,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO957124084,10-4020-000376,29904,282.0,10,655,655,5,15927.0,46546Vi82310,8746.0,40093.4149,3837.0687,1199.084,45129.5676,,4ca89faa-4ede-428b-a4f7-0726809135e8,2024-07-06
51764,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO609164065,10-4020-000492,29757,276.0,4,1070,1070,5,13246.0,66548Vi68706,,1630.53,138.8776,43.3992,1812.8068,,31081c8a-e6ae-44e3-9f54-8c056d5ff7bf,2024-07-06
51765,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO754123493,10-4020-000645,29835,283.0,1,903,903,5,6083.0,126555Vi31648,,2753.988,264.3828,82.6196,3100.9904,,99d30abf-db46-4b00-bb02-ba6a54297795,2024-07-06
51766,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO638122353,10-4020-000280,29780,289.0,6,490,490,5,1699.0,126575Vi8706,8743.0,8126.436,775.6338,242.3856,9144.4554,,993f98ad-ff6e-45d9-833d-64b0fa4bfbb3,2024-07-06
51767,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO1044116301,10-4020-000446,30086,288.0,8,739,739,5,10156.0,86619Vi52367,8745.0,748.134,73.8159,23.0675,845.0174,,c397717f-1a80-4c6a-82d1-dc9f0202f590,2024-07-06
51768,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO1218111298,10-4020-000412,29851,282.0,10,657,657,5,5279.0,106620Vi27604,8746.0,26.724,2.6368,0.824,30.1848,,1423cd57-d459-485f-a06d-2e40d7bdb72c,2024-07-06
51769,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO1595126190,10-4020-000426,29601,278.0,6,516,516,5,3318.0,56644Vi17440,8743.0,55641.332,5421.3308,1694.1659,62756.8287,,5e4c7d32-0e8c-4cde-8f23-6fd5b5881d4d,2024-07-06
51770,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO1769187686,10-4020-000540,30009,277.0,2,814,814,5,5690.0,76675Vi29788,,17235.8129,1658.6748,518.3359,19412.8236,,1761f90d-313d-4ec2-9c9e-7f46da8ece1c,2024-07-06
51771,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO1508157846,10-4020-000430,29618,282.0,10,658,658,5,17923.0,16711Vi92958,8746.0,34352.052,3280.2307,1025.0721,38657.3548,,b8b5b971-cbe6-47a6-bed1-2ac040ede418,2024-07-06
51772,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO1827195162,10-4020-000317,29698,289.0,6,497,497,5,11745.0,76733Vi60734,8743.0,43789.848,4231.109,1322.2216,49343.1786,,c6e43181-6adb-4f34-bdc9-5eecbbbcda4c,2024-07-06
51773,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO2523163173,10-4020-000167,29716,281.0,4,1015,1015,5,13468.0,26836Vi69778,,35821.6748,3423.4336,1069.823,40314.9314,,cc1ea7f8-62ab-4a27-833c-586f54cdde13,2024-07-06
51774,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO2668194455,10-4020-000535,29786,290.0,7,704,704,5,451.0,36858Vi2320,,47410.2927,4556.5045,1423.9076,53390.7048,,dfc5fd86-59cb-45f1-ba93-8e5b69f7229e,2024-07-06
51775,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO2842127356,10-4020-000700,29817,279.0,5,987,987,5,13694.0,106869Vi70961,,38544.3379,3695.1656,1154.7393,43394.2428,,6f42a74f-87b7-4b4e-8018-8daf782141ad,2024-07-06
51776,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO2871145495,10-4020-000522,30014,277.0,2,812,812,5,17185.0,46886Vi89167,,15681.3497,1700.2007,531.3127,17912.8631,,2c70c620-bf6d-4f77-a2e4-1b8dc9e341f1,2024-07-06
51777,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO3074163604,10-4020-000237,29593,275.0,3,585,585,5,8522.0,106917Vi44088,,7262.256,698.4074,218.2523,8178.9157,,e48f29e1-c694-4a41-8c5c-aeb921cf0498,2024-07-06
51778,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO3161175221,10-4020-000359,29619,277.0,2,793,793,5,553.0,116921Vi2865,,3051.9477,275.8793,86.2123,3414.0393,,172c9d0c-e276-4c8c-b3c7-b5b622a850bb,2024-07-06
51779,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO20242191128,10-4020-000390,30058,278.0,6,510,510,5,3088.0,57534Vi16259,8743.0,63.9,6.3048,1.9703,72.1751,,f94e9159-20d7-4075-8515-34d95cb475b2,2024-07-06
51780,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO18560115626,10-4020-000531,30011,279.0,5,969,969,5,4459.0,117551Vi23395,,10595.429,1009.6295,315.5092,11920.5677,,fc6ad488-1c9b-4f4e-a37d-903b286875dd,2024-07-06
51781,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO20039116715,10-4020-000065,29797,289.0,6,455,455,5,10662.0,67553Vi54957,8743.0,6857.886,636.1528,198.7978,7692.8366,,63b98ebf-8353-48b2-953f-df2b64ae65a7,2024-07-06
51782,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO19749164559,10-4020-000521,30078,277.0,2,811,811,5,1772.0,67561Vi9140,,1.374,0.1099,0.0344,1.5183,,0ba81d17-6dd0-4641-b008-a54dff66e87f,2024-07-06
51783,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO18676114917,10-4020-000697,29818,276.0,1,1104,1104,5,14559.0,57564Vi75492,,107270.1188,10427.2505,3258.5158,120955.8851,,4541b031-0de5-4d91-8765-8ff8e388f778,2024-07-06
51784,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO18386130679,10-4020-000558,29509,277.0,2,816,816,5,8979.0,127565Vi46289,,7407.696,726.9833,227.1823,8361.8616,,703280fc-99dc-4249-9b5d-392bb7e4f398,2024-07-06
51785,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO19053125995,10-4020-000178,29713,282.0,10,644,644,5,11622.0,97566Vi60033,8746.0,2130.7669,214.7503,67.1095,2412.6267,,a8b684b3-962d-4b72-b217-04ecc5330fc5,2024-07-06
51786,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO18357130739,10-4020-000138,29666,274.0,6,468,468,5,7832.0,87567Vi40549,8743.0,15842.6141,1636.8361,511.5113,17990.9615,,b0fa1f42-4a4a-49e4-a2e5-7205379c3a36,2024-07-06
51787,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO19024121068,10-4020-000124,29952,282.0,10,641,641,5,2436.0,47571Vi12686,8746.0,858.9,84.7448,26.4828,970.1276,,eaa8a81d-7b88-4894-bf97-a28dab492f2f,2024-07-06
51788,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO20184119080,10-4020-000358,29908,282.0,10,654,654,5,1318.0,57573Vi6697,8746.0,29.388,2.547,0.7959,32.7309,,873869a7-d271-46ee-a7cf-db8aa8f05f90,2024-07-06
51789,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO18618169495,10-4020-000605,29643,280.0,1,899,899,5,16192.0,117577Vi83774,,60425.9465,6495.9672,2029.9898,68951.9035,,8aec699e-b777-428a-a159-831dc11c3c27,2024-07-06
51790,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO18183195762,10-4020-000667,29828,277.0,2,828,828,5,6183.0,67579Vi32130,,15148.1025,1480.7882,462.7463,17091.637,,3da4c4bf-2804-4467-aecb-8e4e93c90c2c,2024-07-06
51791,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO18328158624,10-4020-000552,29911,278.0,6,538,538,5,4552.0,27580Vi23853,8743.0,30005.918,2853.5309,891.7284,33751.1773,,54c22c01-8cfd-4a82-a2b1-2388adfcef09,2024-07-06
51792,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO18908126183,10-4020-000164,29717,283.0,1,851,851,5,15882.0,17581Vi82057,,818.7,80.7784,25.2433,924.7217,,2a5a8ce4-aeaf-4b05-8c0e-0e7a06b6a1f2,2024-07-06
51793,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO18705168707,10-4020-000479,29895,289.0,6,524,524,5,3815.0,107583Vi20078,8743.0,31666.098,3032.7055,947.7205,35646.524,,63d8f681-c390-42f0-8884-009fde848211,2024-07-06
51794,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO18792199024,10-4020-000378,30054,277.0,2,796,796,5,14226.0,17586Vi73759,,1323.438,130.5792,40.806,1494.8232,,ba4de24b-1aa8-4433-90cf-aa8592de7f06,2024-07-06
51795,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO15921146523,10-4020-000077,29598,281.0,4,1000,1000,5,15487.0,27587Vi79985,,7633.056,720.5731,225.1791,8578.8082,,2699c1a3-bcdd-448d-a43e-73b2b37bbc21,2024-07-06
51796,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO18734163485,10-4020-000449,30085,277.0,5,803,803,5,12671.0,37589Vi65518,,20.394,1.9353,0.6048,22.9341,,214e7e1e-c981-4f64-b8e3-efe45c8072ef,2024-07-06
51797,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO16907168167,10-4020-000217,29991,284.0,1,856,856,5,10453.0,97591Vi53909,,31.584,3.1163,0.9738,35.6741,,635a9c42-c5ea-42ec-bd04-958c1011bbe3,2024-07-06
51798,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO16356118068,10-4020-000610,30036,276.0,4,1093,1093,5,5065.0,47597Vi26518,,762.9024,109.8579,34.3306,907.0909,,723056d4-2726-4f30-84bf-f4ed944eb5f4,2024-07-06
51799,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO16211136640,10-4020-000099,29945,279.0,5,919,919,5,6777.0,57598Vi35295,,700.878,68.2893,21.3404,790.5077,,699f2e22-b182-475f-8515-8cb05982c63a,2024-07-06
51800,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO14181145795,10-4020-000307,30024,284.0,1,866,866,5,7672.0,47606Vi39740,,2666.2695,252.9368,79.0428,2998.2491,,051f7352-e67b-4be9-8c26-c946ba7adc69,2024-07-06
51801,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO13282153776,10-4020-000157,29630,290.0,7,683,683,5,5589.0,107608Vi29279,8745.0,72.162,7.12,2.225,81.507,,704c1d10-6bda-4561-948b-45897735187b,2024-07-06
51802,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO14007177602,10-4020-000056,29800,283.0,1,839,839,5,2780.0,87609Vi14474,,3385.776,325.0345,101.5733,3812.3838,,b38defa6-fd9c-48cc-a198-bafbfcad8b2f,2024-07-06
51803,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO13253151713,10-4020-000031,29777,290.0,7,676,676,5,4662.0,17610Vi24459,,1717.8,169.4896,52.9655,1940.2551,,413613cb-cfa4-42db-b840-1426f1122531,2024-07-06
51804,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO12064177768,10-4020-000159,29556,286.0,9,413,413,5,11087.0,47612Vi57197,8741.0,868.854,83.7832,26.1822,978.8194,,3c59dc1a-fd97-4392-9d14-e29c8ead310b,2024-07-06
51805,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO13079114537,10-4020-000554,29495,288.0,8,745,745,5,1970.0,117614Vi10271,8745.0,762.9024,109.8579,34.3306,907.0909,,821e2391-c20d-4220-a66b-adc1564907a1,2024-07-06
51806,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO9425112104,10-4020-000519,30015,286.0,9,433,433,5,1642.0,117617Vi8414,8741.0,14267.0691,1498.941,468.419,16234.4291,,117c50d8-30fc-4aba-ac61-783b0e38c516,2024-07-06
51807,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO12122119705,10-4020-000022,29569,275.0,3,562,562,5,13917.0,67618Vi72178,,3669.516,362.0589,113.1434,4144.7183,,85502eb9-9bea-4a35-8e00-396438e33225,2024-07-06
51808,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO7540152834,10-4020-000607,30035,275.0,4,626,626,5,2058.0,117621Vi10753,,1580.0004,188.5345,58.917,1827.4519,,2ec3f6ce-2595-4975-90d1-920289991f28,2024-07-06
51809,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO6438145374,10-4020-000309,29523,275.0,4,593,593,5,15321.0,47622Vi79183,,43997.5604,4212.7095,1316.4717,49526.7416,,97627d9b-87e4-4926-b1cf-fba7e53ffb3f,2024-07-06
51810,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO7453119597,10-4020-000108,29947,277.0,2,766,766,5,7380.0,57630Vi38263,,45822.421,4370.2218,1365.6943,51558.3371,,53e60b20-f2f3-486c-83c3-23359b519dc1,2024-07-06
51811,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO8381113111,10-4020-000070,29926,287.0,10,638,638,5,4272.0,47633Vi22455,8746.0,356.898,35.2139,11.0044,403.1163,,9fe0b802-0631-42b3-9162-6370663f8dee,2024-07-06
51812,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO8555114368,10-4020-000250,29868,282.0,10,648,648,5,4218.0,67634Vi22202,8746.0,5194.614,472.4243,147.6326,5814.6709,,eece5cd0-0567-401b-b78f-dc9d8858e496,2024-07-06
51813,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO8874185795,10-4020-000348,29511,276.0,3,1046,1046,5,6264.0,17635Vi32553,,857.196,83.6727,26.1477,967.0164,,48adf898-54b5-416f-8137-89474c794c81,2024-07-06
51814,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO7801116238,10-4020-000087,29706,286.0,9,409,409,5,14546.0,57636Vi75443,8741.0,57103.0684,6581.6209,2056.7565,65741.4458,,aa754dd2-8670-4412-b89e-7801aeb75cfe,2024-07-06
51815,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO8729139087,10-4020-000556,30005,287.0,10,665,665,5,17341.0,67637Vi90065,8746.0,20455.5812,2217.5094,692.9717,23366.0623,,7e4f5c16-be79-4b1b-8af7-98eb7a6854f7,2024-07-06
51816,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO6293129251,10-4020-000612,29846,279.0,5,979,979,5,10234.0,127638Vi52839,,5195.85,510.8644,159.6451,5866.3595,,65c08be6-678a-48d8-a4b4-e9193ec7947b,2024-07-06
51817,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO8149119969,10-4020-000615,29845,288.0,8,748,748,5,12299.0,67640Vi63597,8745.0,1822.908,175.9509,54.9847,2053.8436,,adb9564d-c30f-4d09-af24-f45b25139007,2024-07-06
51818,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO9077115532,10-4020-000100,29918,289.0,6,460,460,5,15105.0,127643Vi78140,8743.0,39731.712,3826.5119,1195.785,44754.0089,,e2195cef-60e4-423b-856a-c050a7ea5a13,2024-07-06
51819,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO8758166190,10-4020-000683,29985,282.0,10,673,673,5,3157.0,67644Vi16561,8746.0,7107.954,678.0634,211.8948,7997.9122,,80063a10-0d3b-4a3e-b5c7-4b0fd5e5d6ec,2024-07-06
51820,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO8584186808,10-4020-000592,30030,282.0,10,667,667,5,17263.0,77649Vi89632,8746.0,4213.104,407.4385,127.3245,4747.867,,07b498b0-553c-40dc-b7c8-94543167c8f8,2024-07-06
51821,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO7917148134,10-4020-000401,29521,281.0,1,1054,1054,5,1660.0,77650Vi8518,,4543.104,416.6436,130.2011,5089.9487,,93986c4d-3852-48e0-b4ac-98e77908ce0a,2024-07-06
51822,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO8845178563,10-4020-000546,29913,276.0,3,1080,1080,5,5754.0,27651Vi30092,,128873.2206,12633.2536,3947.8918,145454.366,,05b5d488-a2ce-4a4f-bb82-049fb8fdc373,2024-07-06
51823,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO8642173409,10-4020-000520,29615,282.0,10,663,663,5,12715.0,87654Vi65730,8746.0,98066.5013,11138.1166,3480.6614,112685.2793,,ecfc6ad2-f55d-43d2-af03-c08b55535550,2024-07-06
51824,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO5800114202,10-4020-000063,29968,279.0,5,915,915,5,13420.0,77655Vi69516,,53024.0016,5171.0313,1615.9473,59810.9802,,1830d62e-d1c6-4a97-99b4-ec1f0e802d4a,2024-07-06
51825,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO6525184188,10-4020-000345,29792,275.0,4,597,597,5,16976.0,87666Vi88071,,55934.058,5406.3906,1689.4971,63029.9457,,0f51eec2-1fb7-43c0-b6ef-bb68f4717c8e,2024-07-06
51826,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO6148188136,10-4020-000693,29727,283.0,1,907,907,5,12015.0,27669Vi62101,,71283.2401,7830.7018,2447.0943,81561.0362,,f271e55c-5911-4a66-92fa-642ac9b2d456,2024-07-06
51827,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO4611117026,10-4020-000131,30063,281.0,4,1009,1009,5,1444.0,47673Vi7423,,22147.2853,2515.1585,785.987,25448.4308,,ce7632ad-d5e8-4bb5-bf70-d23b33e17a0d,2024-07-06
51828,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO5771194719,10-4020-000079,29924,276.0,3,1002,1002,5,2504.0,127674Vi13077,,66047.3337,6328.6242,1977.6951,74353.653,,33e019b4-0e19-476f-b524-1bf101017445,2024-07-06
51829,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO5655146578,10-4020-000563,29506,281.0,4,1082,1082,5,11434.0,67675Vi58981,,9885.8499,1024.2329,320.0728,11230.1556,,cd8b4e26-8dee-4e2e-903b-f220fea50057,2024-07-06
51830,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO7627127132,10-4020-000433,29617,274.0,1,880,880,5,10270.0,107676Vi53004,,112611.9697,10849.6699,3390.5219,126852.1615,,f00d52ae-9cdf-46bd-9d07-87bdd15f3e2e,2024-07-06
51831,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO7598131197,10-4020-000045,29963,279.0,5,913,913,5,8103.0,67677Vi41999,,20403.594,1974.4922,617.0288,22995.115,,43bdde87-3888-4d8c-8b14-44d7689c2253,2024-07-06
51832,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO4466177904,10-4020-000352,29910,289.0,6,502,502,5,14606.0,107680Vi75722,8743.0,44160.5991,4216.9588,1317.7996,49695.3575,,b52bd593-2959-453b-ba59-305e38ea9c50,2024-07-06
51833,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO5684113634,10-4020-000385,29901,276.0,4,1053,1053,5,9973.0,17681Vi51318,,30516.5072,2941.0764,919.0864,34376.67,,9f229553-cc8e-479e-b1cd-4e64280553a9,2024-07-06
51834,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO7975192665,10-4020-000141,29665,286.0,9,412,412,5,11274.0,107682Vi58140,8741.0,3560.754,321.4285,100.4464,3982.6289,,a7ed0208-16c1-4995-8c44-e1b042ef78a7,2024-07-06
51835,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO7250132094,10-4020-000410,29526,288.0,8,737,737,5,16441.0,57683Vi85057,8745.0,14124.1711,1539.5475,481.1086,16144.8272,,daabaffb-9f70-4322-acff-c79bce67cf5d,2024-07-06
