businessentityid,creditcardid,modifieddate
11818,18903,2025-05-11
11819,4191,2024-04-22
11820,18799,2024-08-06
11821,15580,2025-02-27
11822,13431,2025-03-08
11823,11109,2025-01-24
11824,1121,2023-05-28
11825,4242,2025-05-04
11826,166,2024-10-10
11827,17301,2022-11-30
11828,2662,2024-05-05
11829,15309,2024-09-17
11830,1515,2025-05-14
11831,5000,2025-02-15
11832,9570,2024-12-20
11833,1326,2024-09-08
11834,9467,2024-11-17
11835,1447,2023-07-11
11836,9789,2024-08-18
11837,4374,2024-12-08
11838,12000,2024-11-24
11839,4889,2025-03-19
11840,7315,2024-04-11
11841,9778,2023-05-19
11842,12398,2023-04-10
11843,4077,2025-06-25
11844,16040,2024-03-06
11845,18356,2024-11-09
11846,2399,2024-07-09
11847,6258,2024-07-01
11848,12792,2024-02-08
11849,2342,2025-02-08
11850,4312,2025-03-11
11851,5781,2024-08-02
11852,8674,2024-12-11
11853,19069,2022-06-01
11854,9737,2025-03-18
11855,6529,2024-10-12
11856,6625,2022-10-13
11857,11830,2024-05-01
11858,12068,2023-09-23
11859,8453,2024-05-13
11860,11829,2023-03-30
11861,4487,2025-06-29
11862,5154,2024-09-12
11863,10188,2024-10-25
11864,2613,2025-02-16
11865,3886,2025-06-23
11866,9598,2023-01-31
11867,7428,2025-02-12
11868,9153,2025-03-16
11869,5901,2024-08-10
11870,3224,2024-09-07
11871,5260,2024-07-27
11872,10147,2024-07-17
11873,10531,2024-11-04
11874,14491,2025-03-28
11875,18909,2024-12-28
11876,16577,2025-02-26
11877,15796,2024-10-14
11878,15257,2024-09-28
11879,969,2024-09-28
11880,10669,2024-10-07
11881,3416,2024-02-08
11882,18958,2023-11-15
11883,8222,2025-03-23
11884,7443,2024-08-17
11885,14450,2025-01-06
11886,11524,2025-01-29
11887,11054,2025-05-05
11888,13978,2024-09-03
11889,6071,2023-02-03
11890,9164,2024-12-24
11891,1427,2025-04-18
11892,13051,2022-12-15
11893,7067,2023-06-01
11894,6353,2024-03-29
11895,3956,2023-07-23
11896,17254,2022-06-10
11897,1854,2025-06-05
11898,13559,2024-08-21
11899,17212,2025-03-26
11900,3253,2025-02-28
11901,12777,2022-06-24
11902,9907,2023-03-26
11903,15866,2024-11-21
11904,6293,2024-11-30
11905,6456,2024-06-04
11906,6282,2023-08-23
11907,7316,2025-05-09
11908,11867,2024-02-24
11909,5938,2024-08-22
11910,17465,2024-09-30
11911,2132,2024-09-14
11912,18073,2024-10-01
11913,856,2025-02-06
11914,17684,2025-06-03
11915,14846,2025-05-15
11916,15363,2023-03-16
11917,1876,2025-01-26
11918,4314,2025-03-07
11919,13906,2025-01-03
11920,9195,2022-07-25
11921,4271,2025-05-10
11922,9837,2022-11-19
11923,13388,2025-02-24
11924,14027,2024-07-31
11925,18594,2024-06-30
11926,9372,2023-03-19
11927,17713,2023-04-23
11928,11222,2025-01-28
11929,9421,2022-08-01
11930,12708,2023-11-11
11931,4885,2023-02-13
11932,16825,2024-11-04
11933,18229,2025-03-08
11934,9856,2023-07-27
11935,9957,2025-01-05
11936,5573,2025-01-28
11937,6432,2022-07-25
11938,9412,2023-10-18
11939,1992,2024-10-06
11940,2967,2024-01-31
11941,19084,2025-04-28
11942,6301,2025-02-20
11943,17585,2024-09-02
11944,9914,2024-09-01
11945,9441,2024-07-23
11946,14172,2025-02-13
11947,9368,2024-12-04
11948,17706,2024-04-17
11949,4850,2023-02-07
11950,2180,2024-12-28
11951,3549,2024-07-30
11952,1382,2024-10-19
11953,4870,2025-05-02
11954,3340,2025-03-12
11955,7382,2022-07-21
11956,15951,2025-04-23
11957,9800,2025-06-15
11958,14175,2024-12-08
11959,2412,2024-11-28
11960,11315,2025-04-19
11961,12970,2025-01-10
11962,18547,2024-09-01
11963,8163,2025-03-13
11964,7115,2022-10-25
11965,8865,2022-08-20
11966,8690,2024-08-02
11967,10357,2025-05-16
11968,4536,2025-02-27
11969,16136,2022-06-17
11970,16702,2024-03-16
11971,11214,2024-12-19
11972,5866,2024-05-20
11973,1735,2024-08-25
11974,3654,2024-08-28
11975,12318,2024-01-16
11976,19197,2024-03-30
11977,8150,2025-05-10
11978,15264,2025-03-23
11979,16474,2023-10-23
11980,2001,2023-01-10
11981,18458,2024-09-01
11982,4914,2024-09-04
11983,15226,2023-05-10
11984,18572,2024-10-08
11985,958,2023-05-26
11986,12340,2025-02-18
11987,5933,2024-12-28
11988,10984,2024-12-03
11989,17692,2025-04-29
11990,1817,2023-12-18
11991,6923,2025-03-27
11992,8076,2025-01-29
11993,9731,2025-01-30
11994,2485,2023-10-11
11995,1614,2023-05-17
11996,15737,2024-07-10
11997,2382,2025-01-13
11998,14324,2024-07-15
11999,3573,2024-11-11
12000,16005,2024-08-02
12001,7660,2025-05-12
12002,17001,2024-09-09
12003,3563,2023-11-27
12004,1185,2025-02-16
12005,1891,2024-09-19
12006,13697,2023-01-19
12007,19236,2025-01-19
12008,3355,2024-10-31
12009,1217,2023-05-05
12010,15948,2025-01-30
12011,16125,2023-12-01
12012,11318,2025-03-31
12013,9851,2025-04-17
12014,6130,2025-01-17
12015,12386,2025-05-11
12016,991,2024-08-02
12017,688,2024-11-30
12018,15187,2025-04-16
12019,5597,2024-12-31
12020,6326,2025-04-20
12021,17482,2024-08-14
12022,5913,2024-08-11
12023,13126,2025-03-20
12024,16937,2025-02-28
12025,1141,2024-12-08
12026,14726,2024-11-22
12027,16919,2023-06-23
12028,11061,2025-02-17
12029,1537,2024-11-18
12030,13878,2025-04-10
12031,3180,2023-05-20
12032,1713,2024-07-11
12033,4017,2024-02-08
12034,13476,2025-04-02
12035,9688,2023-10-11
12036,13953,2025-01-14
12037,1379,2024-08-04
12038,6296,2024-08-06
12039,1638,2025-06-29
12040,17075,2025-05-17
12041,14149,2023-11-09
12042,15998,2025-05-09
12043,4545,2025-04-18
12044,13032,2025-05-02
12045,9473,2025-02-04
12046,2242,2025-02-03
12047,10358,2024-11-01
12048,17481,2025-06-04
12049,6987,2022-07-18
12050,1099,2024-08-13
12051,10484,2024-07-05
12052,3727,2024-05-09
12053,18042,2024-08-13
12054,5172,2022-11-09
12055,17885,2024-09-13
12056,8919,2024-09-15
12057,12283,2023-04-14
12058,13946,2025-01-08
12059,10394,2023-03-08
12060,14986,2025-04-18
12061,12300,2024-07-26
12062,15989,2025-04-24
12063,4589,2024-07-26
12064,16952,2025-03-26
12065,13662,2025-01-31
12066,7988,2023-05-08
12067,16586,2024-07-08
12068,1300,2024-07-14
12069,16284,2025-01-22
12070,5820,2023-07-11
12071,5628,2022-10-02
12072,10296,2024-08-01
12073,10731,2024-08-06
12074,1575,2023-10-04
12075,7226,2022-11-06
12076,4422,2025-03-02
12077,18445,2022-10-19
12078,9309,2023-06-09
12079,9271,2022-08-01
12080,15577,2025-03-03
12081,17059,2024-12-27
12082,13043,2025-04-25
12083,13745,2025-06-21
12084,8350,2024-08-10
12085,1768,2023-03-22
12086,5259,2022-09-15
12087,16172,2023-10-15
12088,14105,2024-04-08
12089,16691,2025-04-11
12090,6173,2025-03-18
12091,4200,2025-02-05
12092,6618,2023-08-29
12093,5614,2024-11-17
12094,8702,2024-08-03
12095,1449,2024-11-05
12096,5832,2025-05-01
12097,13975,2024-09-20
12098,9248,2025-06-15
12099,8545,2024-07-02
12100,11100,2024-09-26
12101,5077,2025-01-01
12102,2716,2023-04-24
12103,3608,2025-06-22
12104,10808,2024-11-03
12105,18520,2023-03-09
12106,6850,2025-02-04
12107,2758,2024-11-01
12108,4670,2025-03-21
12109,4348,2025-04-08
12110,6595,2023-11-01
12111,4898,2025-05-09
12112,7952,2022-10-07
12113,8535,2023-01-10
12114,3385,2023-06-25
12115,1295,2024-04-29
12116,17758,2022-07-23
12117,1922,2025-02-01
12118,6349,2025-03-27
12119,16458,2023-04-19
12120,13996,2024-09-27
12121,9632,2025-04-06
12122,12676,2024-12-19
12123,2479,2025-02-23
12124,14627,2024-07-30
12125,6475,2024-10-30
12126,1086,2025-05-08
12127,16728,2024-06-03
12128,7360,2023-11-26
12129,14635,2025-04-29
12130,35,2023-08-05
12131,18262,2024-11-10
12132,17095,2025-05-09
12133,3899,2025-02-03
12134,13263,2024-09-08
12135,1278,2022-08-05
12136,15204,2025-03-06
12137,17965,2025-03-11
12138,16025,2024-08-04
12139,4007,2025-02-20
12140,3738,2024-12-19
12141,4142,2022-12-05
12142,15285,2023-11-14
12143,4205,2024-12-11
12144,18714,2024-02-28
12145,14355,2023-04-18
12146,9170,2022-12-05
12147,2643,2025-01-17
12148,3907,2025-05-31
12149,8612,2023-12-20
12150,16689,2024-08-30
12151,3113,2024-07-05
12152,12050,2024-05-17
12153,10752,2025-06-09
12154,13001,2024-07-22
12155,18522,2023-02-28
12156,6650,2025-02-12
12157,10436,2025-01-28
12158,875,2025-03-09
12159,13364,2025-03-25
12160,13604,2023-03-19
12161,17900,2023-04-15
12162,2279,2025-05-10
12163,17683,2025-01-26
12164,8084,2025-02-09
12165,5530,2025-04-07
12166,18749,2023-02-24
12167,7553,2023-07-13
12168,10514,2025-06-15
12169,12937,2024-10-13
12170,12190,2024-11-10
12171,19113,2025-04-19
12172,8781,2024-05-29
12173,6193,2024-09-08
12174,10385,2022-09-17
12175,4144,2024-09-23
12176,2721,2024-12-11
12177,13318,2025-05-29
12178,5136,2025-04-23
12179,3369,2025-05-06
12180,16332,2023-12-24
12181,5334,2025-01-28
12182,3546,2025-06-04
12183,15019,2025-01-23
12184,6861,2024-09-18
12185,7634,2023-11-20
12186,2108,2025-01-10
12187,12040,2025-01-01
12188,10170,2025-04-23
12189,11203,2025-05-18
12190,18030,2024-09-25
12191,283,2025-01-27
12192,4147,2024-04-07
12193,3822,2024-09-02
12194,13387,2025-03-25
12195,8820,2023-02-10
12196,11426,2025-01-01
12197,2746,2024-11-08
12198,7636,2025-04-08
12199,2632,2023-04-02
12200,19196,2025-02-26
12201,15385,2025-05-01
12202,16880,2025-04-16
12203,5378,2025-01-28
12204,16366,2024-11-26
12205,1705,2022-12-03
12206,15988,2024-07-07
12207,14211,2022-06-25
12208,6953,2024-10-16
12209,4699,2025-06-01
12210,2588,2024-11-05
12211,8421,2025-03-31
12212,7692,2023-08-12
12213,5880,2025-02-17
12214,12224,2024-12-28
12215,10460,2024-08-02
12216,707,2025-02-03
12217,4085,2023-02-02
12218,13231,2024-10-23
12219,13168,2025-05-07
12220,6899,2025-04-27
12221,1863,2025-03-29
12222,12524,2022-07-04
12223,4828,2024-12-20
12224,17079,2024-08-06
12225,11718,2024-09-19
12226,10235,2025-05-04
12227,6934,2025-03-06
12228,5447,2025-05-02
12229,8202,2024-01-14
12230,9366,2022-08-20
12231,8755,2025-02-10
12232,16255,2024-07-03
12233,6479,2024-07-02
12234,19000,2025-02-17
12235,3674,2023-08-17
12236,7531,2024-08-18
12237,7130,2022-12-09
12238,18350,2025-01-12
12239,853,2024-08-09
12240,7934,2023-11-11
12241,16690,2025-03-30
12242,8108,2025-03-27
12243,7951,2024-06-08
12244,9774,2023-03-19
12245,15071,2025-01-17
12246,12561,2024-09-27
12247,16892,2023-09-22
12248,16222,2023-10-29
12249,14237,2023-12-06
12250,3671,2023-11-29
12251,7435,2025-02-04
12252,1871,2025-02-06
12253,14288,2024-07-21
12254,199,2024-11-09
12255,15635,2024-10-13
12256,12534,2024-05-14
12257,2522,2024-07-08
12258,2254,2024-07-12
12259,2235,2024-05-25
12260,18061,2023-07-16
12261,17055,2025-01-26
12262,17591,2025-05-04
12263,2110,2024-11-14
12264,4495,2024-05-27
12265,15199,2024-08-09
12266,8433,2025-01-06
12267,10611,2024-08-18
12268,6014,2024-12-29
12269,3313,2025-06-20
12270,17040,2025-04-30
12271,16589,2023-07-23
12272,11095,2025-06-05
12273,11719,2025-03-25
12274,7371,2025-01-04
12275,8432,2024-12-18
12276,8078,2024-07-31
12277,14893,2024-08-19
12278,13370,2025-04-27
12279,10857,2024-11-29
12280,17499,2023-07-25
12281,11804,2024-11-07
12282,4664,2025-05-11
12283,14365,2024-05-26
12284,14942,2024-08-25
12285,17221,2025-04-07
12286,18933,2024-07-23
12287,1569,2024-10-27
12288,16216,2025-01-01
12289,7774,2025-03-07
12290,12024,2023-03-19
12291,3967,2024-11-26
12292,16344,2023-11-08
12293,16324,2024-04-28
12294,6780,2024-11-16
12295,17350,2023-02-17
12296,7546,2025-02-09
12297,17330,2023-05-15
12298,18132,2022-10-12
12299,9670,2024-08-06
12300,9320,2024-10-14
12301,5985,2024-07-12
12302,433,2025-04-24
12303,14621,2023-07-12
12304,9969,2023-11-12
12305,7915,2025-02-22
12306,3610,2023-07-13
12307,13203,2024-08-24
12308,12892,2025-04-09
12309,2936,2024-12-16
12310,16277,2024-08-18
12311,18564,2024-11-27
12312,14013,2024-03-06
12313,7017,2024-09-02
12314,19080,2025-05-17
12315,17489,2025-03-02
12316,7500,2025-04-13
12317,7796,2023-05-03
12318,14561,2025-04-15
12319,3147,2024-10-11
12320,2031,2025-06-12
12321,3647,2024-08-04
12322,1633,2025-01-18
12323,5801,2025-01-11
12324,9270,2024-03-28
12325,5225,2025-03-04
12326,13802,2024-07-27
12327,7664,2024-12-06
12328,7592,2025-01-02
12329,5123,2024-07-03
12330,17209,2025-05-01
12331,12062,2024-09-12
12332,19208,2024-11-18
12333,10631,2023-07-11
12334,12160,2022-12-10
12335,13222,2022-07-07
12336,18367,2025-04-01
12337,4413,2024-07-02
12338,2862,2025-04-22
12339,7824,2023-09-10
12340,13201,2025-03-23
12341,6341,2024-12-10
12342,16029,2025-02-13
12343,354,2024-12-02
12344,4359,2025-03-07
12345,1867,2023-08-09
12346,5435,2024-01-19
12347,7127,2024-08-10
12348,11176,2024-08-06
12349,10812,2025-06-10
12350,7191,2024-11-21
12351,18360,2025-02-14
12352,7332,2024-01-28
12353,4278,2024-07-11
12354,10409,2024-01-12
12355,11556,2024-03-06
12356,8978,2024-10-27
12357,15176,2025-05-13
12358,6543,2025-01-19
12359,9364,2022-09-12
12360,12287,2024-01-01
12361,7857,2024-12-01
12362,17827,2025-06-25
12363,3390,2025-01-19
12364,10104,2025-04-22
12365,6033,2022-12-12
12366,4591,2025-01-02
12367,12248,2024-12-30
12368,152,2024-07-11
12369,13363,2024-11-07
12370,6167,2022-09-06
12371,6651,2022-12-21
12372,10591,2025-01-26
12373,15181,2025-01-20
12374,13241,2024-08-01
12375,13773,2023-05-28
12376,6421,2025-06-18
12377,2501,2024-09-17
12378,6444,2025-05-09
12379,8469,2024-10-22
12380,10387,2024-07-17
12381,1066,2024-12-22
12382,2909,2025-01-08
12383,16203,2025-01-22
12384,10656,2024-03-05
12385,15775,2024-05-08
12386,6041,2023-09-26
12387,11376,2024-09-23
12388,18314,2022-12-23
12389,18062,2024-10-02
12390,3769,2025-06-18
12391,7444,2024-04-24
12392,9929,2022-07-18
12393,1618,2024-04-24
12394,3339,2022-08-30
12395,6582,2024-04-05
12396,2771,2023-02-11
12397,8118,2024-07-06
12398,14420,2024-09-09
12399,3415,2024-11-21
12400,11564,2024-08-15
12401,4159,2023-04-01
12402,11563,2025-03-15
12403,4494,2024-08-21
12404,4987,2025-02-24
12405,4763,2024-05-03
12406,18720,2022-12-05
12407,16234,2023-09-16
12408,16816,2024-03-04
12409,9681,2025-04-25
12410,7711,2025-01-07
12411,3569,2025-03-30
12412,9515,2025-03-26
12413,12387,2025-05-17
12414,15248,2024-08-01
12415,17913,2025-02-25
12416,15106,2022-09-28
12417,17860,2024-12-30
12418,5664,2024-03-15
12419,14214,2025-04-08
12420,9550,2023-05-30
12421,9090,2025-04-01
12422,4070,2023-12-12
12423,703,2023-11-21
12424,11146,2024-08-10
12425,10400,2023-05-26
12426,4352,2025-01-31
12427,6153,2024-12-17
12428,14683,2024-07-06
12429,17125,2023-02-25
12430,10090,2025-03-02
12431,4696,2024-09-26
12432,12469,2024-08-27
12433,4627,2025-01-29
12434,6886,2023-05-18
12435,16614,2024-08-14
12436,19005,2024-12-19
12437,2164,2023-03-02
12438,5807,2024-08-06
12439,16398,2025-03-18
12440,8807,2025-05-18
12441,12794,2025-03-15
12442,3577,2024-09-21
12443,8576,2025-01-03
12444,8336,2022-11-16
12445,8722,2024-08-28
12446,11314,2022-06-14
12447,11789,2024-09-05
12448,9262,2024-08-17
12449,12257,2025-02-23
12450,840,2024-05-05
12451,11047,2025-01-03
12452,18975,2024-07-26
12453,5741,2024-09-30
12454,14974,2024-10-19
12455,16316,2025-03-01
12456,6802,2024-09-09
12457,9880,2024-10-22
12458,16515,2025-05-05
12459,11898,2024-11-03
12460,3275,2024-08-05
12461,14084,2025-03-20
12462,11690,2024-11-18
12463,6900,2024-09-19
12464,8363,2025-05-29
12465,3550,2025-01-17
12466,18334,2025-04-04
12467,6938,2022-08-01
12468,10943,2022-12-01
12469,1507,2025-04-02
12470,5013,2025-05-01
12471,8600,2022-11-03
12472,10934,2023-01-10
12473,6332,2023-04-04
12474,14475,2024-08-01
12475,15134,2023-03-18
12476,19209,2024-10-22
12477,102,2024-12-04
12478,13688,2022-12-21
12479,11776,2025-04-17
12480,6558,2025-05-04
12481,15260,2024-11-30
12482,1356,2023-05-20
12483,2328,2023-02-27
12484,19041,2023-07-25
12485,10028,2025-02-01
12486,2646,2024-09-19
12487,7063,2024-03-06
12488,14465,2024-04-02
12489,14714,2025-02-22
12490,6473,2025-02-28
12491,16804,2025-02-25
12492,4148,2024-09-09
12493,914,2023-10-31
12494,10740,2024-10-21
12495,12758,2024-12-14
12496,11808,2023-07-29
12497,15550,2024-11-15
12498,14704,2025-03-03
12499,9651,2025-01-12
12500,681,2024-12-08
12501,6831,2024-08-01
12502,13400,2024-01-10
12503,18952,2025-05-30
12504,13747,2023-08-22
12505,11506,2025-03-01
12506,10971,2025-05-11
12507,12054,2024-03-09
12508,89,2024-04-17
12509,529,2022-08-21
12510,5494,2023-06-15
12511,2227,2024-08-22
12512,14119,2023-10-23
12513,12159,2024-10-18
12514,5827,2025-06-16
12515,18748,2024-01-24
12516,16307,2024-04-28
12517,5002,2025-03-02
12518,8899,2023-11-26
12519,712,2024-11-25
12520,17587,2024-02-28
12521,15913,2024-09-10
12522,11353,2022-07-18
12523,17328,2025-03-03
12524,18664,2025-03-29
12525,15270,2024-12-02
12526,14162,2024-07-09
12527,11288,2024-12-25
12528,943,2024-10-10
12529,13119,2024-07-22
12530,3731,2024-11-08
12531,19179,2024-10-04
12532,16322,2023-10-30
12533,17509,2024-11-18
12534,9532,2024-12-12
12535,629,2025-03-25
12536,10031,2025-03-22
12537,11882,2024-01-09
12538,16399,2025-03-09
12539,5457,2023-10-09
12540,1839,2024-08-20
12541,4488,2024-10-20
12542,8631,2024-08-31
12543,5676,2024-08-19
12544,11343,2023-10-06
12545,8626,2025-03-28
12546,7947,2023-09-11
12547,8773,2025-04-05
12548,5081,2025-03-04
12549,17680,2024-07-03
12550,97,2025-05-01
12551,3467,2024-11-23
12552,8868,2024-08-24
12553,6329,2024-12-29
12554,5903,2024-09-14
12555,13992,2025-03-22
12556,18399,2025-03-12
12557,16007,2022-10-06
12558,501,2024-12-23
12559,9001,2024-09-05
12560,1511,2024-08-08
12561,8675,2025-02-14
12562,6049,2025-03-11
12563,3168,2022-12-21
12564,16935,2023-09-22
12565,10882,2022-06-07
12566,6270,2024-12-21
12567,9189,2024-01-01
12568,9106,2025-05-26
12569,5475,2024-07-23
12570,7310,2024-02-18
12571,11350,2024-01-02
12572,5590,2024-02-23
12573,14944,2024-12-19
12574,11194,2023-09-05
12575,10862,2024-04-08
12576,15941,2024-03-22
12577,7986,2024-03-31
12578,8629,2024-08-11
12579,185,2025-03-03
12580,276,2024-11-20
12581,16584,2025-01-26
12582,16759,2022-12-25
12583,10260,2024-09-13
12584,4344,2023-10-24
12585,8361,2025-05-01
12586,13750,2024-05-12
12587,16934,2022-06-17
12588,5395,2024-04-10
12589,754,2025-01-14
12590,16923,2024-11-17
12591,2572,2024-08-02
12592,5076,2024-10-28
12593,18533,2024-10-13
12594,11509,2024-10-30
12595,12699,2024-11-23
12596,4550,2024-10-01
12597,5678,2023-03-10
12598,4927,2022-11-01
12599,10240,2023-04-17
12600,441,2023-11-14
12601,15411,2023-01-04
12602,16496,2024-07-05
12603,8601,2024-12-24
12604,15750,2025-02-09
12605,19081,2024-10-16
12606,2291,2025-05-13
12607,17026,2024-11-06
12608,1998,2025-03-19
12609,1769,2025-03-04
12610,6385,2025-05-30
12611,9018,2024-12-09
12612,11018,2025-04-14
12613,5593,2025-06-27
12614,8754,2025-03-11
12615,14165,2025-03-02
12616,2536,2025-05-21
12617,16931,2025-03-02
12618,13995,2023-04-15
12619,2918,2024-12-06
12620,3421,2023-05-19
12621,1251,2023-10-09
12622,5264,2024-09-27
12623,16762,2024-07-24
12624,12608,2024-09-28
12625,1585,2024-11-03
12626,17795,2022-08-15
12627,14770,2025-02-11
12628,8174,2025-05-28
12629,12612,2025-02-20
12630,9776,2024-09-17
12631,7637,2024-09-20
12632,15978,2024-12-26
12633,1467,2024-12-06
12634,818,2025-02-12
12635,16184,2023-12-22
12636,16323,2023-04-03
12637,11770,2024-07-02
12638,18476,2024-11-26
12639,7295,2022-08-21
12640,2066,2024-01-07
12641,6455,2024-07-14
12642,4057,2024-12-04
12643,12392,2023-05-29
12644,5180,2025-04-24
12645,12649,2024-11-04
12646,266,2023-06-14
12647,4919,2025-02-18
12648,11177,2025-03-24
12649,1008,2024-11-09
12650,14404,2025-01-19
12651,16882,2023-03-25
12652,6877,2024-05-16
12653,14994,2025-04-15
12654,3616,2023-08-24
12655,5201,2022-12-20
12656,13275,2023-08-19
12657,12454,2025-01-17
12658,11648,2024-09-29
12659,8183,2023-02-02
12660,561,2022-12-23
12661,1070,2024-07-25
12662,16085,2023-03-30
12663,18176,2022-11-07
12664,234,2024-09-28
12665,15489,2024-07-16
12666,8093,2025-05-23
12667,11644,2025-06-20
12668,12377,2024-12-29
12669,18053,2024-12-30
12670,6478,2024-12-01
12671,14703,2025-03-04
12672,10533,2023-12-26
12673,10718,2025-04-30
12674,15279,2024-10-08
12675,2511,2024-02-14
12676,2723,2025-06-13
12677,5166,2024-11-20
12678,16697,2025-02-27
12679,10030,2023-11-13
12680,12832,2023-12-25
12681,17931,2023-05-26
12682,1950,2024-10-30
12683,12109,2025-04-05
12684,3877,2025-03-31
12685,4130,2024-08-29
12686,9520,2023-05-11
12687,15903,2024-11-14
12688,5449,2024-08-09
12689,12557,2024-10-07
12690,10793,2023-10-19
12691,5512,2024-02-04
12692,6648,2023-11-26
12693,15040,2025-05-25
12694,2799,2025-05-06
12695,13441,2025-02-09
12696,11643,2025-01-26
12697,8691,2024-08-22
12698,2750,2025-05-05
12699,6870,2025-04-02
12700,3609,2025-03-15
12701,18691,2024-07-09
12702,7076,2024-07-29
12703,2826,2024-07-29
12704,442,2024-01-01
12705,18905,2024-08-24
12706,2500,2025-04-09
12707,14315,2024-11-21
12708,10661,2022-12-29
12709,12682,2023-11-06
12710,1543,2025-02-10
12711,7047,2025-05-19
12712,11398,2022-11-01
12713,12129,2025-05-15
12714,7689,2024-05-06
12715,14614,2022-06-13
12716,7054,2024-12-31
12717,2683,2024-10-13
12718,17115,2024-09-18
12719,6851,2024-08-15
12720,6390,2024-08-09
12721,10561,2024-09-10
12722,10148,2024-11-07
12723,8974,2023-01-25
12724,14888,2025-02-06
12725,8574,2024-10-15
12726,9172,2024-07-23
12727,11706,2024-08-11
12728,18509,2024-09-02
12729,5526,2024-10-19
12730,1073,2025-02-08
12731,14940,2025-01-10
12732,13436,2025-02-26
12733,14460,2023-04-25
12734,14359,2025-02-03
12735,9844,2023-06-25
12736,9493,2023-11-04
12737,6140,2024-09-24
12738,1038,2024-07-19
12739,16645,2024-09-03
12740,7473,2023-07-15
12741,1964,2025-05-18
12742,14400,2024-10-04
12743,10851,2023-07-20
12744,7487,2025-01-28
12745,9494,2024-09-21
12746,17011,2024-12-08
12747,8454,2024-08-20
12748,3566,2024-05-11
12749,2864,2025-05-09
12750,6857,2024-11-22
12751,16105,2022-07-14
12752,14170,2024-08-31
12753,16167,2025-05-13
12754,18626,2022-09-25
12755,8250,2024-09-08
12756,17290,2024-10-13
12757,16597,2024-01-03
12758,11598,2024-08-28
12759,8777,2023-10-02
12760,15230,2024-04-19
12761,3957,2022-08-20
12762,4877,2024-02-01
12763,7514,2025-02-06
12764,18989,2024-11-24
12765,9782,2024-12-20
12766,18950,2024-07-02
12767,2107,2025-01-17
12768,18559,2024-03-22
12769,5411,2024-10-18
12770,7324,2025-04-10
12771,16610,2024-02-26
12772,13934,2022-11-06
12773,10749,2025-02-28
12774,7691,2025-01-15
12775,4619,2022-08-29
12776,14267,2024-03-31
12777,14807,2025-06-06
12778,8359,2025-04-25
12779,14782,2024-09-15
12780,5607,2025-02-02
12781,8283,2024-11-04
12782,16867,2025-05-08
12783,963,2025-03-06
12784,11088,2025-05-19
12785,10503,2024-08-19
12786,18105,2024-10-27
12787,7401,2024-11-19
12788,18706,2025-05-06
12789,13028,2024-04-16
12790,4475,2024-08-13
12791,10327,2025-01-21
12792,5432,2024-09-05
12793,15878,2024-09-15
12794,13111,2024-03-14
12795,4388,2025-06-10
12796,627,2024-04-25
12797,6213,2022-06-02
12798,8069,2023-04-16
12799,9069,2024-07-30
12800,10647,2024-08-16
12801,2574,2022-06-20
12802,460,2024-11-10
12803,16392,2024-07-02
12804,16335,2025-01-07
12805,12884,2025-01-10
12806,8339,2023-11-12
12807,13690,2024-10-03
12808,7464,2024-11-01
12809,5095,2024-12-12
12810,15543,2025-05-10
12811,14721,2025-02-18
12812,3909,2023-08-16
12813,3119,2024-12-27
12814,2246,2024-04-22
12815,16258,2024-01-03
12816,7554,2024-11-11
12817,1725,2025-05-12
12818,17166,2024-10-07
12819,13426,2024-07-31
12820,5284,2022-07-10
12821,13555,2023-08-31
12822,14314,2024-08-15
12823,11427,2024-12-24
12824,1480,2024-10-06
12825,5737,2024-08-09
12826,16146,2025-02-14
12827,14734,2025-02-25
12828,5856,2024-03-28
12829,6351,2025-05-02
12830,340,2024-08-03
12831,10742,2025-05-18
12832,14959,2025-05-04
12833,16041,2023-06-04
12834,12799,2024-07-03
12835,3386,2023-05-25
12836,11308,2025-06-14
12837,2598,2023-03-14
12838,1401,2023-08-12
12839,18620,2024-11-26
12840,10747,2024-07-03
12841,13127,2023-05-04
12842,3320,2025-01-17
12843,6104,2024-09-23
12844,8909,2024-07-09
12845,3854,2023-02-14
12846,3295,2023-01-06
12847,2348,2025-05-17
12848,1907,2023-02-18
12849,7109,2025-03-20
12850,2086,2023-06-14
12851,10853,2024-10-24
12852,3784,2025-04-30
12853,5377,2024-07-14
12854,15095,2023-05-23
12855,2212,2024-10-19
12856,9940,2024-08-11
12857,18709,2024-08-10
12858,16438,2024-07-02
12859,8441,2024-02-01
12860,11740,2024-09-19
12861,10303,2023-05-21
12862,19219,2024-11-09
12863,877,2023-04-13
12864,13811,2025-03-06
12865,14686,2025-04-16
12866,12737,2024-08-21
12867,11035,2024-09-03
12868,9709,2025-01-10
12869,1085,2022-06-25
12870,19230,2025-01-25
12871,14611,2023-12-10
12872,14796,2024-11-18
12873,8375,2024-02-04
12874,16679,2025-02-24
12875,4229,2025-03-15
12876,5187,2024-09-23
12877,7920,2023-09-09
12878,13737,2025-06-28
12879,2949,2024-12-06
12880,13143,2022-06-20
12881,13479,2024-09-19
12882,9848,2024-11-09
12883,17872,2024-10-26
12884,4223,2024-12-08
12885,4876,2024-09-01
12886,5859,2024-10-29
12887,6013,2024-12-13
12888,1801,2024-11-15
12889,4840,2024-01-12
12890,11439,2024-11-10
12891,6481,2025-02-15
12892,10130,2025-04-02
12893,4328,2024-08-21
12894,16561,2025-05-07
12895,10288,2025-01-29
