currencyrateid,currencyratedate,fromcurrencycode,tocurrencycode,averagerate,endofdayrate,modifieddate
6929,2024-01-16,USD,CNY,8.2777,8.2782,2024-01-16 00:00:00.000
6930,2024-01-16,USD,EUR,1.1811,1.1815,2024-01-16 00:00:00.000
6931,2024-01-16,USD,GBP,0.706,0.7064,2024-01-16 00:00:00.000
6932,2024-01-16,USD,JPY,124.33,124.387,2024-01-16 00:00:00.000
6933,2024-01-16,USD,MXN,9.0329,9.034,2024-01-16 00:00:00.000
6934,2024-01-16,USD,SAR,3.7505,3.7591,2024-01-16 00:00:00.000
6935,2024-01-16,USD,VEB,718.71,718.7899,2024-01-16 00:00:00.000
6936,2024-01-17,USD,ARS,0.9997,0.9987,2024-01-17 00:00:00.000
6937,2024-01-17,USD,AUD,1.9309,1.9306,2024-01-17 00:00:00.000
6938,2024-01-17,USD,BRL,2.3506,2.341,2024-01-17 00:00:00.000
6939,2024-01-17,USD,CAD,1.5106,1.5045,2024-01-17 00:00:00.000
6940,2024-01-17,USD,CNY,8.2774,8.2771,2024-01-17 00:00:00.000
6941,2024-01-17,USD,EUR,1.1767,1.1766,2024-01-17 00:00:00.000
6942,2024-01-17,USD,GBP,0.7112,0.7109,2024-01-17 00:00:00.000
6943,2024-01-17,USD,JPY,124.411,124.392,2024-01-17 00:00:00.000
6944,2024-01-17,USD,MXN,9.0553,9.05,2024-01-17 00:00:00.000
6945,2024-01-17,USD,SAR,3.7505,3.7454,2024-01-17 00:00:00.000
6946,2024-01-17,USD,VEB,719.0,718.9099,2024-01-17 00:00:00.000
6947,2024-01-18,USD,ARS,0.9999,1.0004,2024-01-18 00:00:00.000
6948,2024-01-18,USD,AUD,1.9305,1.9311,2024-01-18 00:00:00.000
6949,2024-01-18,USD,BRL,2.4194,2.4279,2024-01-18 00:00:00.000
6950,2024-01-18,USD,CAD,1.512,1.521,2024-01-18 00:00:00.000
6951,2024-01-18,USD,CNY,8.2776,8.2782,2024-01-18 00:00:00.000
6952,2024-01-18,USD,EUR,1.1819,1.1826,2024-01-18 00:00:00.000
6953,2024-01-18,USD,GBP,0.7107,0.7108,2024-01-18 00:00:00.000
6954,2024-01-18,USD,JPY,124.53,124.6179,2024-01-18 00:00:00.000
6955,2024-01-18,USD,MXN,9.0899,9.0999,2024-01-18 00:00:00.000
6956,2024-01-18,USD,SAR,3.7507,3.7528,2024-01-18 00:00:00.000
6957,2024-01-18,USD,VEB,720.0,720.0,2024-01-18 00:00:00.000
6958,2024-01-19,USD,ARS,0.9998,0.9989,2024-01-19 00:00:00.000
6959,2024-01-19,USD,AUD,1.9441,1.9436,2024-01-19 00:00:00.000
6960,2024-01-19,USD,BRL,2.4689,2.463,2024-01-19 00:00:00.000
6961,2024-01-19,USD,CAD,1.5133,1.5108,2024-01-19 00:00:00.000
6962,2024-01-19,USD,CNY,8.2774,8.2769,2024-01-19 00:00:00.000
6963,2024-01-19,USD,EUR,1.1942,1.1941,2024-01-19 00:00:00.000
6964,2024-01-19,USD,GBP,0.7137,0.7137,2024-01-19 00:00:00.000
6965,2024-01-19,USD,JPY,125.815,125.782,2024-01-19 00:00:00.000
6966,2024-01-19,USD,MXN,9.073,9.0649,2024-01-19 00:00:00.000
6967,2024-01-19,USD,SAR,3.7507,3.7452,2024-01-19 00:00:00.000
6968,2024-01-19,USD,VEB,719.72,719.6599,2024-01-19 00:00:00.000
6969,2024-01-20,USD,ARS,0.9996,1.0004,2024-01-20 00:00:00.000
6970,2024-01-20,USD,AUD,1.9683,1.9686,2024-01-20 00:00:00.000
6971,2024-01-20,USD,BRL,2.431,2.4319,2024-01-20 00:00:00.000
6972,2024-01-20,USD,CAD,1.5228,1.5298,2024-01-20 00:00:00.000
6973,2024-01-20,USD,CNY,8.2775,8.2782,2024-01-20 00:00:00.000
6974,2024-01-20,USD,EUR,1.1808,1.1811,2024-01-20 00:00:00.000
6975,2024-01-20,USD,GBP,0.7086,0.7095,2024-01-20 00:00:00.000
6976,2024-01-20,USD,JPY,126.03,126.058,2024-01-20 00:00:00.000
6977,2024-01-20,USD,MXN,9.1349,9.143,2024-01-20 00:00:00.000
6978,2024-01-20,USD,SAR,3.7505,3.7581,2024-01-20 00:00:00.000
6979,2024-01-20,USD,VEB,720.75,720.82,2024-01-20 00:00:00.000
6980,2024-01-21,USD,ARS,0.9996,0.9995,2024-01-21 00:00:00.000
6981,2024-01-21,USD,AUD,1.9684,1.968,2024-01-21 00:00:00.000
6982,2024-01-21,USD,BRL,2.431,2.43,2024-01-21 00:00:00.000
6983,2024-01-21,USD,CAD,1.5224,1.5144,2024-01-21 00:00:00.000
6984,2024-01-21,USD,CNY,8.2775,8.2774,2024-01-21 00:00:00.000
6985,2024-01-21,USD,EUR,1.1815,1.1811,2024-01-21 00:00:00.000
6986,2024-01-21,USD,GBP,0.7086,0.7077,2024-01-21 00:00:00.000
6987,2024-01-21,USD,JPY,125.81,125.741,2024-01-21 00:00:00.000
6988,2024-01-21,USD,MXN,9.1349,9.131,2024-01-21 00:00:00.000
6989,2024-01-21,USD,SAR,3.7505,3.7498,2024-01-21 00:00:00.000
6990,2024-01-21,USD,VEB,720.75,720.7,2024-01-21 00:00:00.000
6991,2024-01-22,USD,ARS,0.9996,1.0004,2024-01-22 00:00:00.000
6992,2024-01-22,USD,AUD,1.9665,1.9665,2024-01-22 00:00:00.000
6993,2024-01-22,USD,BRL,2.431,2.4359,2024-01-22 00:00:00.000
6994,2024-01-22,USD,CAD,1.5224,1.5306,2024-01-22 00:00:00.000
6995,2024-01-22,USD,CNY,8.2775,8.2784,2024-01-22 00:00:00.000
6996,2024-01-22,USD,EUR,1.1812,1.1819,2024-01-22 00:00:00.000
6997,2024-01-22,USD,GBP,0.7087,0.7093,2024-01-22 00:00:00.000
6998,2024-01-22,USD,JPY,125.77,125.8139,2024-01-22 00:00:00.000
6999,2024-01-22,USD,MXN,9.1349,9.143,2024-01-22 00:00:00.000
7000,2024-01-22,USD,SAR,3.7505,3.7601,2024-01-22 00:00:00.000
7001,2024-01-22,USD,VEB,720.75,720.7899,2024-01-22 00:00:00.000
7002,2024-01-23,USD,ARS,0.9996,0.9993,2024-01-23 00:00:00.000
7003,2024-01-23,USD,AUD,1.961,1.9601,2024-01-23 00:00:00.000
7004,2024-01-23,USD,BRL,2.45,2.442,2024-01-23 00:00:00.000
7005,2024-01-23,USD,CAD,1.5216,1.516,2024-01-23 00:00:00.000
7006,2024-01-23,USD,CNY,8.2774,8.2766,2024-01-23 00:00:00.000
7007,2024-01-23,USD,EUR,1.1791,1.1788,2024-01-23 00:00:00.000
7008,2024-01-23,USD,GBP,0.7107,0.7105,2024-01-23 00:00:00.000
7009,2024-01-23,USD,JPY,125.468,125.428,2024-01-23 00:00:00.000
7010,2024-01-23,USD,MXN,9.1115,9.1029,2024-01-23 00:00:00.000
7011,2024-01-23,USD,SAR,3.7507,3.7481,2024-01-23 00:00:00.000
7012,2024-01-23,USD,VEB,719.72,719.6699,2024-01-23 00:00:00.000
7013,2024-01-24,USD,ARS,0.9998,0.9998,2024-01-24 00:00:00.000
7014,2024-01-24,USD,AUD,1.9658,1.966,2024-01-24 00:00:00.000
7015,2024-01-24,USD,BRL,2.499,2.504,2024-01-24 00:00:00.000
7016,2024-01-24,USD,CAD,1.5209,1.5241,2024-01-24 00:00:00.000
7017,2024-01-24,USD,CNY,8.2777,8.2782,2024-01-24 00:00:00.000
7018,2024-01-24,USD,EUR,1.1689,1.1698,2024-01-24 00:00:00.000
7019,2024-01-24,USD,GBP,0.7087,0.7096,2024-01-24 00:00:00.000
7020,2024-01-24,USD,JPY,125.41,125.425,2024-01-24 00:00:00.000
7021,2024-01-24,USD,MXN,9.1832,9.185,2024-01-24 00:00:00.000
7022,2024-01-24,USD,SAR,3.7505,3.7532,2024-01-24 00:00:00.000
7023,2024-01-24,USD,VEB,720.5,720.5199,2024-01-24 00:00:00.000
7024,2024-01-25,USD,ARS,0.9997,0.9995,2024-01-25 00:00:00.000
7025,2024-01-25,USD,AUD,1.9798,1.9798,2024-01-25 00:00:00.000
7026,2024-01-25,USD,BRL,2.499,2.495,2024-01-25 00:00:00.000
7027,2024-01-25,USD,CAD,1.5257,1.5242,2024-01-25 00:00:00.000
7028,2024-01-25,USD,CNY,8.2776,8.2774,2024-01-25 00:00:00.000
7029,2024-01-25,USD,EUR,1.164,1.1633,2024-01-25 00:00:00.000
7030,2024-01-25,USD,GBP,0.71,0.7095,2024-01-25 00:00:00.000
7031,2024-01-25,USD,JPY,124.37,124.346,2024-01-25 00:00:00.000
7032,2024-01-25,USD,MXN,9.2509,9.246,2024-01-25 00:00:00.000
7033,2024-01-25,USD,SAR,3.7509,3.7462,2024-01-25 00:00:00.000
7034,2024-01-25,USD,VEB,720.72,720.62,2024-01-25 00:00:00.000
7035,2024-01-26,USD,ARS,0.9995,1.0001,2024-01-26 00:00:00.000
7036,2024-01-26,USD,AUD,1.982,1.9826,2024-01-26 00:00:00.000
7037,2024-01-26,USD,BRL,2.5562,2.564,2024-01-26 00:00:00.000
7038,2024-01-26,USD,CAD,1.5283,1.5286,2024-01-26 00:00:00.000
7039,2024-01-26,USD,CNY,8.2776,8.2781,2024-01-26 00:00:00.000
7040,2024-01-26,USD,EUR,1.1715,1.1721,2024-01-26 00:00:00.000
7041,2024-01-26,USD,GBP,0.7104,0.7107,2024-01-26 00:00:00.000
7042,2024-01-26,USD,JPY,123.949,123.965,2024-01-26 00:00:00.000
7043,2024-01-26,USD,MXN,9.3673,9.374,2024-01-26 00:00:00.000
7044,2024-01-26,USD,SAR,3.7505,3.7599,2024-01-26 00:00:00.000
7045,2024-01-26,USD,VEB,721.72,721.73,2024-01-26 00:00:00.000
7046,2024-01-27,USD,ARS,0.999,0.9985,2024-01-27 00:00:00.000
7047,2024-01-27,USD,AUD,1.9689,1.968,2024-01-27 00:00:00.000
7048,2024-01-27,USD,BRL,2.5779,2.571,2024-01-27 00:00:00.000
7049,2024-01-27,USD,CAD,1.5369,1.5279,2024-01-27 00:00:00.000
7050,2024-01-27,USD,CNY,8.2774,8.2765,2024-01-27 00:00:00.000
7051,2024-01-27,USD,EUR,1.1705,1.1699,2024-01-27 00:00:00.000
7052,2024-01-27,USD,GBP,0.7123,0.712,2024-01-27 00:00:00.000
7053,2024-01-27,USD,JPY,124.95,124.917,2024-01-27 00:00:00.000
7054,2024-01-27,USD,MXN,9.3499,9.345,2024-01-27 00:00:00.000
7055,2024-01-27,USD,SAR,3.7505,3.7429,2024-01-27 00:00:00.000
7056,2024-01-27,USD,VEB,722.81,722.7599,2024-01-27 00:00:00.000
7057,2024-01-28,USD,ARS,0.999,0.9998,2024-01-28 00:00:00.000
7058,2024-01-28,USD,AUD,1.9689,1.9691,2024-01-28 00:00:00.000
7059,2024-01-28,USD,BRL,2.5779,2.5779,2024-01-28 00:00:00.000
7060,2024-01-28,USD,CAD,1.5345,1.5349,2024-01-28 00:00:00.000
7061,2024-01-28,USD,CNY,8.2774,8.2782,2024-01-28 00:00:00.000
7062,2024-01-28,USD,EUR,1.1707,1.1715,2024-01-28 00:00:00.000
7063,2024-01-28,USD,GBP,0.712,0.7122,2024-01-28 00:00:00.000
7064,2024-01-28,USD,JPY,124.95,125.029,2024-01-28 00:00:00.000
7065,2024-01-28,USD,MXN,9.3499,9.3559,2024-01-28 00:00:00.000
7066,2024-01-28,USD,SAR,3.7505,3.7582,2024-01-28 00:00:00.000
7067,2024-01-28,USD,VEB,722.81,722.83,2024-01-28 00:00:00.000
7068,2024-01-29,USD,ARS,0.999,0.9985,2024-01-29 00:00:00.000
7069,2024-01-29,USD,AUD,1.9782,1.9776,2024-01-29 00:00:00.000
7070,2024-01-29,USD,BRL,2.5779,2.569,2024-01-29 00:00:00.000
7071,2024-01-29,USD,CAD,1.5345,1.5316,2024-01-29 00:00:00.000
7072,2024-01-29,USD,CNY,8.2774,8.2771,2024-01-29 00:00:00.000
7073,2024-01-29,USD,EUR,1.1707,1.1702,2024-01-29 00:00:00.000
7074,2024-01-29,USD,GBP,0.712,0.7119,2024-01-29 00:00:00.000
7075,2024-01-29,USD,JPY,124.77,124.68,2024-01-29 00:00:00.000
7076,2024-01-29,USD,MXN,9.3499,9.3439,2024-01-29 00:00:00.000
7077,2024-01-29,USD,SAR,3.7505,3.7484,2024-01-29 00:00:00.000
7078,2024-01-29,USD,VEB,722.81,722.7599,2024-01-29 00:00:00.000
7079,2024-01-30,USD,ARS,0.9997,0.9999,2024-01-30 00:00:00.000
7080,2024-01-30,USD,AUD,1.9676,1.9681,2024-01-30 00:00:00.000
7081,2024-01-30,USD,BRL,2.5798,2.5819,2024-01-30 00:00:00.000
7082,2024-01-30,USD,CAD,1.5377,1.5385,2024-01-30 00:00:00.000
7083,2024-01-30,USD,CNY,8.2774,8.2784,2024-01-30 00:00:00.000
7084,2024-01-30,USD,EUR,1.1698,1.17,2024-01-30 00:00:00.000
7085,2024-01-30,USD,GBP,0.714,0.7149,2024-01-30 00:00:00.000
7086,2024-01-30,USD,JPY,125.5,125.599,2024-01-30 00:00:00.000
7087,2024-01-30,USD,MXN,9.282,9.2899,2024-01-30 00:00:00.000
7088,2024-01-30,USD,SAR,3.7505,3.7538,2024-01-30 00:00:00.000
7089,2024-01-30,USD,VEB,722.7,722.72,2024-01-30 00:00:00.000
7090,2024-01-31,USD,ARS,0.9997,0.9992,2024-01-31 00:00:00.000
7091,2024-01-31,USD,AUD,1.9641,1.9634,2024-01-31 00:00:00.000
7092,2024-01-31,USD,BRL,2.5,2.492,2024-01-31 00:00:00.000
7093,2024-01-31,USD,CAD,1.539,1.5383,2024-01-31 00:00:00.000
7094,2024-01-31,USD,CNY,8.2776,8.2775,2024-01-31 00:00:00.000
7095,2024-01-31,USD,EUR,1.1639,1.1637,2024-01-31 00:00:00.000
7096,2024-01-31,USD,GBP,0.7138,0.7134,2024-01-31 00:00:00.000
7097,2024-01-31,USD,JPY,125.0669,125.021,2024-01-31 00:00:00.000
7098,2024-01-31,USD,MXN,9.157,9.1539,2024-01-31 00:00:00.000
7099,2024-01-31,USD,SAR,3.7505,3.744,2024-01-31 00:00:00.000
7100,2024-01-31,USD,VEB,723.2,723.1399,2024-01-31 00:00:00.000
7101,2024-02-01,USD,ARS,0.9991,0.9998,2024-02-01 00:00:00.000
7102,2024-02-01,USD,AUD,1.9434,1.9441,2024-02-01 00:00:00.000
7103,2024-02-01,USD,BRL,2.516,2.5259,2024-02-01 00:00:00.000
7104,2024-02-01,USD,CAD,1.5363,1.5419,2024-02-01 00:00:00.000
7105,2024-02-01,USD,CNY,8.2777,8.2782,2024-02-01 00:00:00.000
7106,2024-02-01,USD,EUR,1.1459,1.1468,2024-02-01 00:00:00.000
7107,2024-02-01,USD,GBP,0.7048,0.7048,2024-02-01 00:00:00.000
7108,2024-02-01,USD,JPY,123.935,123.982,2024-02-01 00:00:00.000
7109,2024-02-01,USD,MXN,9.2119,9.2119,2024-02-01 00:00:00.000
7110,2024-02-01,USD,SAR,3.7505,3.7521,2024-02-01 00:00:00.000
7111,2024-02-01,USD,VEB,723.5,723.5299,2024-02-01 00:00:00.000
7112,2024-02-02,USD,ARS,0.9996,0.9987,2024-02-02 00:00:00.000
7113,2024-02-02,USD,AUD,1.9434,1.9427,2024-02-02 00:00:00.000
7114,2024-02-02,USD,BRL,2.5059,2.5,2024-02-02 00:00:00.000
7115,2024-02-02,USD,CAD,1.5426,1.5339,2024-02-02 00:00:00.000
7116,2024-02-02,USD,CNY,8.2775,8.2767,2024-02-02 00:00:00.000
7117,2024-02-02,USD,EUR,1.1479,1.1476,2024-02-02 00:00:00.000
7118,2024-02-02,USD,GBP,0.7002,0.7002,2024-02-02 00:00:00.000
7119,2024-02-02,USD,JPY,123.46,123.426,2024-02-02 00:00:00.000
7120,2024-02-02,USD,MXN,9.2147,9.21,2024-02-02 00:00:00.000
7121,2024-02-02,USD,SAR,3.7477,3.7475,2024-02-02 00:00:00.000
7122,2024-02-02,USD,VEB,723.72,723.6399,2024-02-02 00:00:00.000
7123,2024-02-03,USD,ARS,0.9988,0.9993,2024-02-03 00:00:00.000
7124,2024-02-03,USD,AUD,1.9782,1.9784,2024-02-03 00:00:00.000
7125,2024-02-03,USD,BRL,2.4489,2.452,2024-02-03 00:00:00.000
7126,2024-02-03,USD,CAD,1.5438,1.5448,2024-02-03 00:00:00.000
7127,2024-02-03,USD,CNY,8.2775,8.2782,2024-02-03 00:00:00.000
7128,2024-02-03,USD,EUR,1.1476,1.1482,2024-02-03 00:00:00.000
7129,2024-02-03,USD,GBP,0.6994,0.7,2024-02-03 00:00:00.000
7130,2024-02-03,USD,JPY,122.96,123.042,2024-02-03 00:00:00.000
7131,2024-02-03,USD,MXN,9.1699,9.1709,2024-02-03 00:00:00.000
7132,2024-02-03,USD,SAR,3.7505,3.7528,2024-02-03 00:00:00.000
7133,2024-02-03,USD,VEB,723.75,723.7699,2024-02-03 00:00:00.000
7134,2024-02-04,USD,ARS,0.9988,0.9983,2024-02-04 00:00:00.000
7135,2024-02-04,USD,AUD,1.9771,1.977,2024-02-04 00:00:00.000
7136,2024-02-04,USD,BRL,2.4489,2.446,2024-02-04 00:00:00.000
7137,2024-02-04,USD,CAD,1.5434,1.5392,2024-02-04 00:00:00.000
7138,2024-02-04,USD,CNY,8.2775,8.2773,2024-02-04 00:00:00.000
7139,2024-02-04,USD,EUR,1.1485,1.1475,2024-02-04 00:00:00.000
7140,2024-02-04,USD,GBP,0.6995,0.6989,2024-02-04 00:00:00.000
7141,2024-02-04,USD,JPY,123.05,122.9749,2024-02-04 00:00:00.000
7142,2024-02-04,USD,MXN,9.1699,9.1639,2024-02-04 00:00:00.000
7143,2024-02-04,USD,SAR,3.7505,3.7442,2024-02-04 00:00:00.000
7144,2024-02-04,USD,VEB,723.75,723.6699,2024-02-04 00:00:00.000
7145,2024-02-05,USD,ARS,0.9988,0.9998,2024-02-05 00:00:00.000
7146,2024-02-05,USD,AUD,1.9771,1.9773,2024-02-05 00:00:00.000
7147,2024-02-05,USD,BRL,2.4489,2.458,2024-02-05 00:00:00.000
7148,2024-02-05,USD,CAD,1.5434,1.5443,2024-02-05 00:00:00.000
7149,2024-02-05,USD,CNY,8.2775,8.2783,2024-02-05 00:00:00.000
7150,2024-02-05,USD,EUR,1.1474,1.1475,2024-02-05 00:00:00.000
7151,2024-02-05,USD,GBP,0.7008,0.7012,2024-02-05 00:00:00.000
7152,2024-02-05,USD,JPY,123.07,123.148,2024-02-05 00:00:00.000
7153,2024-02-05,USD,MXN,9.1699,9.173,2024-02-05 00:00:00.000
7154,2024-02-05,USD,SAR,3.7505,3.7581,2024-02-05 00:00:00.000
7155,2024-02-05,USD,VEB,723.75,723.83,2024-02-05 00:00:00.000
7156,2024-02-06,USD,ARS,0.9996,0.9991,2024-02-06 00:00:00.000
7157,2024-02-06,USD,AUD,1.9693,1.9684,2024-02-06 00:00:00.000
7158,2024-02-06,USD,BRL,2.4157,2.4119,2024-02-06 00:00:00.000
7159,2024-02-06,USD,CAD,1.5455,1.5412,2024-02-06 00:00:00.000
7160,2024-02-06,USD,CNY,8.2777,8.2771,2024-02-06 00:00:00.000
7161,2024-02-06,USD,EUR,1.1509,1.1499,2024-02-06 00:00:00.000
7162,2024-02-06,USD,GBP,0.7045,0.7038,2024-02-06 00:00:00.000
7163,2024-02-06,USD,JPY,124.462,124.387,2024-02-06 00:00:00.000
7164,2024-02-06,USD,MXN,9.0954,9.092,2024-02-06 00:00:00.000
7165,2024-02-06,USD,SAR,3.7509,3.7477,2024-02-06 00:00:00.000
7166,2024-02-06,USD,VEB,724.2,724.2,2024-02-06 00:00:00.000
7167,2024-02-07,USD,ARS,0.9996,1.0001,2024-02-07 00:00:00.000
7168,2024-02-07,USD,AUD,1.9672,1.9678,2024-02-07 00:00:00.000
7169,2024-02-07,USD,BRL,2.47,2.479,2024-02-07 00:00:00.000
7170,2024-02-07,USD,CAD,1.5404,1.5439,2024-02-07 00:00:00.000
7171,2024-02-07,USD,CNY,8.2781,8.2786,2024-02-07 00:00:00.000
7172,2024-02-07,USD,EUR,1.1409,1.1412,2024-02-07 00:00:00.000
7173,2024-02-07,USD,GBP,0.7024,0.703,2024-02-07 00:00:00.000
7174,2024-02-07,USD,JPY,123.9509,123.97,2024-02-07 00:00:00.000
7175,2024-02-07,USD,MXN,9.1423,9.143,2024-02-07 00:00:00.000
7176,2024-02-07,USD,SAR,3.7446,3.7498,2024-02-07 00:00:00.000
7177,2024-02-07,USD,VEB,724.25,724.3099,2024-02-07 00:00:00.000
7178,2024-02-08,USD,ARS,0.9996,0.999,2024-02-08 00:00:00.000
7179,2024-02-08,USD,AUD,1.9711,1.9706,2024-02-08 00:00:00.000
7180,2024-02-08,USD,BRL,2.4843,2.478,2024-02-08 00:00:00.000
7181,2024-02-08,USD,CAD,1.5368,1.5365,2024-02-08 00:00:00.000
7182,2024-02-08,USD,CNY,8.2777,8.2775,2024-02-08 00:00:00.000
7183,2024-02-08,USD,EUR,1.1364,1.1355,2024-02-08 00:00:00.000
7184,2024-02-08,USD,GBP,0.7003,0.6999,2024-02-08 00:00:00.000
7185,2024-02-08,USD,JPY,123.67,123.627,2024-02-08 00:00:00.000
7186,2024-02-08,USD,MXN,9.1579,9.1489,2024-02-08 00:00:00.000
7187,2024-02-08,USD,SAR,3.7505,3.7421,2024-02-08 00:00:00.000
7188,2024-02-08,USD,VEB,725.0,724.94,2024-02-08 00:00:00.000
7189,2024-02-09,USD,ARS,0.9993,1.0001,2024-02-09 00:00:00.000
7190,2024-02-09,USD,AUD,1.9666,1.9668,2024-02-09 00:00:00.000
7191,2024-02-09,USD,BRL,2.4965,2.499,2024-02-09 00:00:00.000
7192,2024-02-09,USD,CAD,1.5328,1.5385,2024-02-09 00:00:00.000
7193,2024-02-09,USD,CNY,8.2779,8.2783,2024-02-09 00:00:00.000
7194,2024-02-09,USD,EUR,1.1397,1.1406,2024-02-09 00:00:00.000
7195,2024-02-09,USD,GBP,0.7003,0.7004,2024-02-09 00:00:00.000
7196,2024-02-09,USD,JPY,123.7,123.745,2024-02-09 00:00:00.000
7197,2024-02-09,USD,MXN,9.2164,9.2249,2024-02-09 00:00:00.000
7198,2024-02-09,USD,SAR,3.7505,3.7562,2024-02-09 00:00:00.000
7199,2024-02-09,USD,VEB,724.72,724.82,2024-02-09 00:00:00.000
7200,2024-02-10,USD,ARS,0.9985,0.9983,2024-02-10 00:00:00.000
7201,2024-02-10,USD,AUD,1.9679,1.9671,2024-02-10 00:00:00.000
7202,2024-02-10,USD,BRL,2.455,2.4449,2024-02-10 00:00:00.000
7203,2024-02-10,USD,CAD,1.533,1.5306,2024-02-10 00:00:00.000
7204,2024-02-10,USD,CNY,8.2777,8.2771,2024-02-10 00:00:00.000
7205,2024-02-10,USD,EUR,1.1406,1.1402,2024-02-10 00:00:00.000
7206,2024-02-10,USD,GBP,0.702,0.7016,2024-02-10 00:00:00.000
7207,2024-02-10,USD,JPY,123.539,123.479,2024-02-10 00:00:00.000
7208,2024-02-10,USD,MXN,9.1618,9.1549,2024-02-10 00:00:00.000
7209,2024-02-10,USD,SAR,3.7505,3.7473,2024-02-10 00:00:00.000
7210,2024-02-10,USD,VEB,725.2599,725.23,2024-02-10 00:00:00.000
7211,2024-02-11,USD,ARS,0.9985,0.999,2024-02-11 00:00:00.000
7212,2024-02-11,USD,AUD,1.967,1.9672,2024-02-11 00:00:00.000
7213,2024-02-11,USD,BRL,2.455,2.4609,2024-02-11 00:00:00.000
7214,2024-02-11,USD,CAD,1.5318,1.5383,2024-02-11 00:00:00.000
7215,2024-02-11,USD,CNY,8.2777,8.2783,2024-02-11 00:00:00.000
7216,2024-02-11,USD,EUR,1.1404,1.1413,2024-02-11 00:00:00.000
7217,2024-02-11,USD,GBP,0.7024,0.7027,2024-02-11 00:00:00.000
7218,2024-02-11,USD,JPY,123.59,123.601,2024-02-11 00:00:00.000
7219,2024-02-11,USD,MXN,9.1799,9.1899,2024-02-11 00:00:00.000
7220,2024-02-11,USD,SAR,3.7505,3.7519,2024-02-11 00:00:00.000
7221,2024-02-11,USD,VEB,725.2599,725.32,2024-02-11 00:00:00.000
7222,2024-02-12,USD,ARS,0.9985,0.9983,2024-02-12 00:00:00.000
7223,2024-02-12,USD,AUD,1.9682,1.9675,2024-02-12 00:00:00.000
7224,2024-02-12,USD,BRL,2.455,2.448,2024-02-12 00:00:00.000
7225,2024-02-12,USD,CAD,1.5318,1.5288,2024-02-12 00:00:00.000
7226,2024-02-12,USD,CNY,8.2777,8.2777,2024-02-12 00:00:00.000
7227,2024-02-12,USD,EUR,1.1405,1.1395,2024-02-12 00:00:00.000
7228,2024-02-12,USD,GBP,0.7027,0.702,2024-02-12 00:00:00.000
7229,2024-02-12,USD,JPY,123.48,123.4569,2024-02-12 00:00:00.000
7230,2024-02-12,USD,MXN,9.1799,9.1709,2024-02-12 00:00:00.000
7231,2024-02-12,USD,SAR,3.7505,3.7467,2024-02-12 00:00:00.000
7232,2024-02-12,USD,VEB,725.2599,725.25,2024-02-12 00:00:00.000
7233,2024-02-13,USD,ARS,0.9997,1.0006,2024-02-13 00:00:00.000
7234,2024-02-13,USD,AUD,1.9794,1.9796,2024-02-13 00:00:00.000
7235,2024-02-13,USD,BRL,2.4114,2.4209,2024-02-13 00:00:00.000
7236,2024-02-13,USD,CAD,1.53,1.5347,2024-02-13 00:00:00.000
7237,2024-02-13,USD,CNY,8.2774,8.2781,2024-02-13 00:00:00.000
7238,2024-02-13,USD,EUR,1.1437,1.144,2024-02-13 00:00:00.000
7239,2024-02-13,USD,GBP,0.701,0.7017,2024-02-13 00:00:00.000
7240,2024-02-13,USD,JPY,125.101,125.163,2024-02-13 00:00:00.000
7241,2024-02-13,USD,MXN,9.167,9.1709,2024-02-13 00:00:00.000
7242,2024-02-13,USD,SAR,3.7505,3.7593,2024-02-13 00:00:00.000
7243,2024-02-13,USD,VEB,726.5839,726.61,2024-02-13 00:00:00.000
7244,2024-02-14,USD,ARS,0.9996,0.9991,2024-02-14 00:00:00.000
7245,2024-02-14,USD,AUD,1.9642,1.9633,2024-02-14 00:00:00.000
7246,2024-02-14,USD,BRL,2.474,2.472,2024-02-14 00:00:00.000
7247,2024-02-14,USD,CAD,1.5327,1.5261,2024-02-14 00:00:00.000
7248,2024-02-14,USD,CNY,8.2777,8.2774,2024-02-14 00:00:00.000
7249,2024-02-14,USD,EUR,1.1423,1.1416,2024-02-14 00:00:00.000
7250,2024-02-14,USD,GBP,0.7016,0.7016,2024-02-14 00:00:00.000
7251,2024-02-14,USD,JPY,125.085,125.026,2024-02-14 00:00:00.000
7252,2024-02-14,USD,MXN,9.1818,9.173,2024-02-14 00:00:00.000
7253,2024-02-14,USD,SAR,3.7505,3.7414,2024-02-14 00:00:00.000
7254,2024-02-14,USD,VEB,725.72,725.6799,2024-02-14 00:00:00.000
7255,2024-02-15,USD,ARS,0.9993,1.0,2024-02-15 00:00:00.000
7256,2024-02-15,USD,AUD,1.9286,1.9296,2024-02-15 00:00:00.000
7257,2024-02-15,USD,BRL,2.4862,2.4889,2024-02-15 00:00:00.000
7258,2024-02-15,USD,CAD,1.5376,1.5411,2024-02-15 00:00:00.000
7259,2024-02-15,USD,CNY,8.2776,8.2782,2024-02-15 00:00:00.000
7260,2024-02-15,USD,EUR,1.1353,1.1359,2024-02-15 00:00:00.000
7261,2024-02-15,USD,GBP,0.6973,0.6978,2024-02-15 00:00:00.000
7262,2024-02-15,USD,JPY,124.516,124.5969,2024-02-15 00:00:00.000
7263,2024-02-15,USD,MXN,9.2232,9.2279,2024-02-15 00:00:00.000
7264,2024-02-15,USD,SAR,3.7509,3.7528,2024-02-15 00:00:00.000
