addressid,addressline1,addressline2,city,stateprovinceid,postalcode,spatiallocation,rowguid,modifieddate
19199,5601 Garrow Drive,,Oregon City,58,97045,<memory at 0x0000022A99810D00>,e3b1a88a-faea-4957-baff-5c56d3361d15,2025-06-22 00:00:00.000
19200,Kappellweg 242,,Kiel,70,24044,<memory at 0x0000022A99810DC0>,e9fb3b61-48a7-4cf9-ac5b-afbd885a6349,2025-05-21 00:00:00.000
19201,9059 Northgate Road,,Bellflower,9,90706,<memory at 0x0000022A99810E80>,de6f05d5-ee6b-491b-8d90-c402223ff7f8,2023-07-03 00:00:00.000
19202,8683 San Antonio,,London,14,SW19 3RU,<memory at 0x0000022A99810F40>,dc9892d3-fe31-466c-a881-17b3ac93383b,2024-08-17 00:00:00.000
19203,3465 Fitzpatrick Drive,,Seattle,79,98104,<memory at 0x0000022A99811000>,83cb6160-9331-4f07-8504-936b2e35b95f,2025-01-17 00:00:00.000
19204,Klara StraÃÅ¸e 822,,Kiel,70,24044,<memory at 0x0000022A998110C0>,eb6cce07-8495-4609-a55b-709a2ffa31c2,2025-05-09 00:00:00.000
19205,7177 Marsh Drive,,Lynnwood,79,98036,<memory at 0x0000022A99811180>,81502857-42f9-4e5c-9d3a-a0984be0573a,2025-05-23 00:00:00.000
19206,9719 Hamilton Ave,,St. Leonards,50,2065,<memory at 0x0000022A99811240>,20425461-9cb0-4b4b-bb7a-57ea56190a76,2024-12-30 00:00:00.000
19207,"103, avenue des Champs-ElysÃÂ©es",,Paris La Defense,178,92081,<memory at 0x0000022A99811300>,e774887f-888d-4d91-b3c8-e8fbb3af1e66,2024-12-20 10:09:29.423
19208,1837 North Main St.,,San Francisco,9,94109,<memory at 0x0000022A998113C0>,1e383179-21fc-4b40-911c-560ff127ebf1,2025-06-22 00:00:00.000
19209,KrÃÂ¶nerweg 9249,,Kiel,70,24044,<memory at 0x0000022A99811480>,38207bac-c1b4-46c0-a67d-27587b730820,2024-02-03 00:00:00.000
19210,8189 Lydia Lane,,Bendigo,77,3550,<memory at 0x0000022A99811540>,5da72055-734d-46e0-8fe4-04a34a0755ba,2023-07-20 00:00:00.000
19211,8459 Leed Court West,,Portland,58,97205,<memory at 0x0000022A99811600>,f7f0b8fb-358f-48ea-bed0-45d020fc3aba,2025-04-27 00:00:00.000
19212,6028 D St.,,Port Hammond,7,V6B 3P7,<memory at 0x0000022A998116C0>,1b4787f5-fde1-4bb0-8cfe-e667e048ac2c,2024-12-29 00:00:00.000
19213,5979 La Corte Bonita,,Burnaby,7,V3J 6Z3,<memory at 0x0000022A99811780>,7f8431da-7e45-4088-9794-b0a02e6e0841,2024-07-06 00:00:00.000
19214,2905 Limeridge Drive,,Newton,7,V2M1N7,<memory at 0x0000022A99811840>,6e68e131-d083-4555-9973-28cbf6eff330,2024-09-29 00:00:00.000
19215,Kapellstr 49,Verkaufsabteilung,Ingolstadt,8,85049,<memory at 0x0000022A99811900>,9d5f51f7-9189-4bc5-983c-2c6584c0e09f,2025-02-05 00:00:00.000
19216,Zollhof 6266,,Solingen,53,42651,<memory at 0x0000022A998119C0>,765a6d95-de1b-46de-9939-6be694fbbcab,2024-05-02 00:00:00.000
19217,515 Bayview Ct.,,Everett,79,98201,<memory at 0x0000022A99811A80>,4473ab3b-357e-47bf-bbc1-e55739827629,2024-12-31 00:00:00.000
19218,8592 Camelback Ct.,,Tacoma,79,98403,<memory at 0x0000022A99811B40>,2311952c-8cdf-4845-a5ac-5d7fc05db05e,2025-03-01 00:00:00.000
19219,"3193, rue Lamarck",,Roissy en Brie,163,77680,<memory at 0x0000022A99811C00>,f5879cd5-94ba-4041-b5ee-0a8ad4302f39,2024-12-20 10:09:29.423
19220,8632 River Ash Court,,Renton,79,98055,<memory at 0x0000022A99811CC0>,21857e04-d5da-4140-add7-265a6626d490,2024-10-13 00:00:00.000
19221,6130 Alderwood Lane,,Chula Vista,9,91910,<memory at 0x0000022A99811D80>,f2175095-2faa-40bc-8dbf-d9d176b52f36,2024-10-26 00:00:00.000
19222,6964 Keller Ridge Dr.,,Mill Valley,9,94941,<memory at 0x0000022A99811E40>,d762e4f4-2ff8-4c5a-b5f4-cbc52e1ae16d,2025-06-13 00:00:00.000
19223,Kulmer StraÃÅ¸e 4,,Hof,8,95010,<memory at 0x0000022A99811F00>,bde3d093-e7a5-4d1b-8a17-feca2568b516,2024-09-15 00:00:00.000
19224,2402 Cinnabar St.,,Lakewood,9,90712,<memory at 0x0000022A99811FC0>,80807c0b-3d01-4d55-bee6-43ba393c74f3,2023-01-30 00:00:00.000
19225,Parise StraÃÅ¸e 6446,,SaarbrÃÂ¼cken,70,66001,<memory at 0x0000022A99812080>,0a460db4-eb6b-45de-8464-9c0d2e3e246f,2025-02-25 00:00:00.000
19226,5606 Bay View Drive,,Sedro Woolley,79,98284,<memory at 0x0000022A99812140>,3b7a2bcf-27b2-488d-bb0f-69e4ea4e2494,2024-12-19 00:00:00.000
19227,8701 Tuolumne Way,,Colma,9,94014,<memory at 0x0000022A99812200>,d2c602e0-124f-4ef1-8b2b-82e5bd9623cb,2025-04-17 00:00:00.000
19228,7875 Northridge Road,,Geelong,77,3220,<memory at 0x0000022A998122C0>,b33e200a-f4fb-492e-9808-09800011430f,2023-03-02 00:00:00.000
19229,"366, avenue Foch",,Versailles,164,78000,<memory at 0x0000022A99812380>,7416acb8-942b-43a7-913b-0636a1f20eb2,2024-12-20 10:09:29.423
19230,Kulmer StraÃÅ¸e 36,,Braunschweig,53,38001,<memory at 0x0000022A99812440>,881c197d-5561-4297-a7f2-1e0d9d502272,2025-02-17 00:00:00.000
19231,5137 Napa Court,,Chula Vista,9,91910,<memory at 0x0000022A99812500>,d45d46e9-0aad-4337-abf7-cc41cee5a62f,2025-06-22 00:00:00.000
19232,560 Highland Drive,,W. Linn,58,97068,<memory at 0x0000022A998125C0>,341ed3bc-4dec-4808-9537-778265bcf2e1,2024-09-30 00:00:00.000
19233,"2080, quai de Grenelle",,Les Ulis,177,91940,<memory at 0x0000022A99812680>,c6e5acdc-7c6b-4ef1-925c-d75e798ea604,2024-12-20 10:09:29.423
19234,4965 Bishop Court,,Runcorn,14,TY31,<memory at 0x0000022A99812740>,556a9d8a-95c0-4e46-b366-bad03d17fce8,2024-10-12 00:00:00.000
19235,4618 Olive Hill,,Seaford,77,3198,<memory at 0x0000022A99812800>,57afa896-bc4d-4317-b4bf-32d10b077b34,2024-04-02 00:00:00.000
19236,1334 Appalachian Drive,,Portland,58,97205,<memory at 0x0000022A998128C0>,2717a17f-4e1b-4193-8dd9-f33c5efd4940,2024-07-23 00:00:00.000
19237,P.O. Box 1052,,East Brisbane,64,4169,<memory at 0x0000022A99812980>,58b9e1c2-755b-4b38-aafd-87d855e8d75e,2024-08-21 00:00:00.000
19238,"959, rue de la Centenaire",,Tremblay-en-France,179,93290,<memory at 0x0000022A99812A40>,3bf86fdb-2268-4758-8f6c-014d70128d63,2024-12-20 10:09:29.423
19239,7682 Fern Leaf Lane,,Burien,79,98168,<memory at 0x0000022A99812B00>,3cacb798-740f-40a7-abaf-03c6228da0e5,2024-07-17 00:00:00.000
19240,2616 Northridge Drive,,Long Beach,9,90802,<memory at 0x0000022A99812BC0>,2815db78-8fd5-4da2-bee4-e61c4ac61a74,2022-12-11 00:00:00.000
19241,1296 Bishop Court,,Melton,77,3337,<memory at 0x0000022A99812C80>,3791d818-d725-4711-b356-5eafe3734273,2022-08-16 00:00:00.000
19242,7529 Adelaide St.,,El Cajon,9,92020,<memory at 0x0000022A99812D40>,6e6be1c7-330f-47b9-b2a2-05c9ea9985fa,2023-08-01 00:00:00.000
19243,5069 Kipling Court,,York,14,Y03 4TN,<memory at 0x0000022A99812E00>,adb73ce4-6e79-491d-b091-22ef8c3486d9,2025-03-24 00:00:00.000
19244,1349 Palm Ave.,,Bellflower,9,90706,<memory at 0x0000022A99812EC0>,1a9e47b0-0d44-4075-8762-acb90cd37c02,2025-03-27 00:00:00.000
19245,5547 Montoya,,South Melbourne,77,3205,<memory at 0x0000022A99812F80>,1a729dd3-f491-4af9-b595-5f45217980b6,2025-01-19 00:00:00.000
19246,7061 Eaker Way,,Hobart,71,7001,<memory at 0x0000022A99813040>,a9435c1f-fdb1-46e0-a053-d0731dc1ed93,2022-07-16 00:00:00.000
19247,1925 Pacheco Street,,Cliffside,7,V8Y 1L1,<memory at 0x0000022A99813100>,b1feb641-8121-41d7-8acc-ff60324c7c77,2024-12-18 00:00:00.000
19248,2229 Pinehurst Court,,Oregon City,58,97045,<memory at 0x0000022A998131C0>,29777477-c082-4d50-ae76-ad5b48fbced7,2025-04-27 00:00:00.000
19249,5086 Rampo Ct.,,Perth,66,6006,<memory at 0x0000022A99813280>,7f6d4967-a20c-418a-9efa-6aa95bbaea77,2024-12-23 00:00:00.000
19250,2015 Sunset Circle,,Langley,7,V3A 4R2,<memory at 0x0000022A99813340>,2899939e-71f3-4d10-91ef-6f3657b68185,2024-10-31 00:00:00.000
19251,Zeiter Weg 7765,,MÃÂ¼nchen,20,80074,<memory at 0x0000022A99813400>,1f658ecc-5715-464e-83af-0b316d69d306,2025-03-24 00:00:00.000
19252,5414 Cambelback Place,,Burien,79,98168,<memory at 0x0000022A998134C0>,a483658b-a8b3-4ee4-9194-320d43c6f1c3,2025-06-19 00:00:00.000
19253,133 Lorie Ln.,,Victoria,7,V8V,<memory at 0x0000022A99813580>,2ca35fd7-4821-4a08-93cf-3f6f1dbd3106,2024-11-03 00:00:00.000
19254,1120 Curtis Drive,,Sedro Woolley,79,98284,<memory at 0x0000022A99813640>,4b148927-336c-4696-abb6-199d4f8197a8,2025-01-02 00:00:00.000
19255,7444 Margo Drive,,Oxon,14,OX16 8RS,<memory at 0x0000022A99813700>,37b8b174-d903-45da-8911-233aed336337,2024-07-05 00:00:00.000
19256,4070 Lacorso Drive,,Coffs Harbour,50,2450,<memory at 0x0000022A998137C0>,43216c84-4955-4b03-b525-13edace4ad72,2023-05-30 00:00:00.000
19257,2656 Stafford Ave.,,Oregon City,58,97045,<memory at 0x0000022A99813880>,66312bf6-9016-4b47-b305-a67265239919,2025-04-07 00:00:00.000
19258,5860 Rock Creek Pl.,,York,14,YO15,<memory at 0x0000022A99813940>,933edcf9-f9f4-44dc-b921-5887a1e3a127,2025-03-27 00:00:00.000
19259,KurfÃÂ¼rstenstr 5054,,Bonn,53,53131,<memory at 0x0000022A99813A00>,9630efa3-9318-4ba3-a1e3-0e13a87f8e3f,2024-10-05 00:00:00.000
19260,5457 Woodcrest Dr.,,London,14,W1X3SE,<memory at 0x0000022A99813AC0>,73933a3e-3b7f-41eb-90e2-0c89934c16da,2024-08-09 00:00:00.000
19261,7355 Macarthur Avenue,,Shawnee,7,V8Z 4N5,<memory at 0x0000022A99813B80>,588eae3f-98cc-452e-a887-7f9d628b4396,2022-06-28 00:00:00.000
19262,3470 Augustine Dr.,,Lemon Grove,9,91945,<memory at 0x0000022A99813C40>,c3b16bbf-ac2a-42e8-9a0e-0b80c9f99a15,2024-12-15 00:00:00.000
19263,"988, rue Marbeuf",,Saint Ouen,103,17490,<memory at 0x0000022A99813D00>,8b011700-0b85-4a0e-9ac2-c1aab152402e,2024-12-20 10:09:29.423
19264,5219 Bailey Ln.,,Glendale,9,91203,<memory at 0x0000022A99813DC0>,69da1165-f077-4f87-b9f2-7f98ac62fa97,2024-08-09 00:00:00.000
19265,Kampstr 6246,,Salzgitter,19,38231,<memory at 0x0000022A99813E80>,5bf539a8-d65e-404b-a7dc-aeb2c5bf45c9,2023-10-12 00:00:00.000
19266,1588 Prestwick Drive,,Sydney,50,1002,<memory at 0x0000022A99813F40>,d131ce59-140e-4b82-a903-195ac4450f6f,2024-09-10 00:00:00.000
19267,6247 Aspen Drive,,Mill Valley,9,94941,<memory at 0x0000022A99824040>,a0b9a2f5-6f7c-4cf2-92ba-6af6aed699d4,2024-05-24 00:00:00.000
19268,2870 Park Glenn,,Downey,9,90241,<memory at 0x0000022A99824100>,a827b452-4d68-4e5b-bf16-2accf7ad675b,2025-04-02 00:00:00.000
19269,2234 Stimel Dr.,,South Melbourne,77,3205,<memory at 0x0000022A998241C0>,5ff8eaab-b74a-48e0-8615-10a1423a03ce,2022-12-28 00:00:00.000
19270,"22, quai Paul Doumer",,Versailles,164,78000,<memory at 0x0000022A99824280>,667d9d81-588c-4532-94b6-0126198a1479,2024-12-20 10:09:29.423
19271,7315 W. Holly Drive,,Lincoln Acres,9,91950,<memory at 0x0000022A99824340>,04e53dac-c62d-4753-b42f-60121e746c69,2025-01-14 00:00:00.000
19272,Kappellweg 242,,Ingolstadt,8,85049,<memory at 0x0000022A99824400>,009de0a8-e914-46f5-9c46-1cc8b0ed66ca,2023-04-16 00:00:00.000
19273,4925 Mariposa Ct.,,Shawnee,7,V8Z 4N5,<memory at 0x0000022A998244C0>,7378b010-4960-4ba4-9b68-a89df197c605,2024-09-04 00:00:00.000
19274,9161 Napa St.,,Malabar,50,2036,<memory at 0x0000022A99824580>,1f95ce9d-d73a-4ba6-8a60-55ac240d498b,2024-11-16 00:00:00.000
19275,224 Terrace Drive,,Walla Walla,79,99362,<memory at 0x0000022A99824640>,7590ec02-9954-4a35-9025-93666e8a6076,2024-03-15 00:00:00.000
19276,8555 Napa Court,,Burbank,9,91502,<memory at 0x0000022A99824700>,3f62a722-3a5d-49cc-9af3-7029403943b9,2025-06-03 00:00:00.000
19277,1506 St. George Court,,Victoria,7,V8V,<memory at 0x0000022A998247C0>,8ffa6ef8-98cf-4d38-8000-49d5169f16af,2023-06-12 00:00:00.000
19278,Am Grossen Dern 4725,,MÃÂ¼nster,70,48001,<memory at 0x0000022A99824880>,910e144c-fc71-489c-8f8b-be7918f5ee8a,2024-11-20 00:00:00.000
19279,2747 Cranbrook Way,,Novato,9,94947,<memory at 0x0000022A99824940>,5f8d4e26-5147-4e32-b427-52ed1c4c0d2e,2023-02-14 00:00:00.000
19280,5871 Detroit Ave.,,Seaford,77,3198,<memory at 0x0000022A99824A00>,f86f0def-6671-4faa-9439-1a4fc6c26e8e,2024-01-17 00:00:00.000
19281,3265 E. 62nd Street,,Lavender Bay,50,2060,<memory at 0x0000022A99824AC0>,8abd8cb5-3b42-4662-8026-5b68ea89f6a1,2024-12-10 00:00:00.000
19282,5951 Bourton Ct.,,W. Linn,58,97068,<memory at 0x0000022A99824B80>,c87368af-27d9-4765-af9f-ff38cb71a08c,2022-11-06 00:00:00.000
19283,7446 The Alameda,,Milwaukie,58,97222,<memory at 0x0000022A99824C40>,75467b2c-e06d-4a29-b625-08edbb83dacd,2024-02-03 00:00:00.000
19284,5038 Kenwal Rd,,Birmingham,14,B29 6SL,<memory at 0x0000022A99824D00>,785d69c5-ba98-4d5e-ac27-1d4628a726bd,2023-07-17 00:00:00.000
19285,905 Johnson Road,,San Gabriel,9,91776,<memory at 0x0000022A99824DC0>,b52bc4c0-0e73-4bd7-b548-b4b8e2a34d29,2024-07-09 00:00:00.000
19286,5310 Buena Vista Ave.,,Imperial Beach,9,91932,<memory at 0x0000022A99824E80>,2d61f787-9c1b-455b-b2a1-54f261de031f,2025-03-16 00:00:00.000
19287,1679 Bay View Drive,,Lebanon,58,97355,<memory at 0x0000022A99824F40>,7eefd706-1ec8-49f2-a2b4-f019f7bcab7a,2025-03-04 00:00:00.000
19288,3798 Vine Hill Way,,Beverly Hills,9,90210,<memory at 0x0000022A99825000>,5a57a59c-4909-49cc-87a5-26b2a39022e4,2025-02-17 00:00:00.000
19289,3682 Jeff Ct.,,Port Orchard,79,98366,<memory at 0x0000022A998250C0>,9446e801-2410-499f-a6ad-a5cef21a059b,2025-04-27 00:00:00.000
19290,2215 La Corte Bonita,,Rhodes,50,2138,<memory at 0x0000022A99825180>,cf4ad13f-051b-4d61-b43e-2facb78f1595,2022-12-14 00:00:00.000
19291,7918 Snyder Lane,,Gold Coast,64,4217,<memory at 0x0000022A99825240>,c090df32-7f69-4cbe-84b6-e75246d9f72a,2022-11-06 00:00:00.000
19292,2961 Ameno Road,,Port Hammond,7,V6B 3P7,<memory at 0x0000022A99825300>,e916a912-8414-48e0-9565-fe23355d506e,2024-10-23 00:00:00.000
19293,7874 Santa Barbara Rd.,,Newton,7,V2M1N7,<memory at 0x0000022A998253C0>,f6a3deef-3681-45a6-8416-ae84b4583b44,2024-09-28 00:00:00.000
19294,1487 Santa Fe,,Darlinghurst,50,2010,<memory at 0x0000022A99825480>,14123491-a3a9-476c-8d8b-3b9c7fc81c98,2023-12-12 00:00:00.000
19295,4750 Falls Ct.,,Bellingham,79,98225,<memory at 0x0000022A99825540>,cee8976f-092e-4f7b-92c8-7c2ccf6b162e,2024-09-21 00:00:00.000
19296,8132 Twincreek Ct,,London,14,W1Y 3RA,<memory at 0x0000022A99825600>,dee9fcd2-34c8-4a03-9416-707b857b64ec,2024-08-04 00:00:00.000
19297,2574 Red Leaf,,San Gabriel,9,91776,<memory at 0x0000022A998256C0>,3508fa92-ff6a-4880-8d26-9c93a785a268,2023-12-16 00:00:00.000
19298,KurfÃÂ¼rstenstr 23,,Kassel,19,34117,<memory at 0x0000022A99825780>,6c06b895-56da-402d-b929-e1773d89510c,2024-12-19 00:00:00.000
19299,3457 Hitchcock,,Berkeley,9,94704,<memory at 0x0000022A99825840>,7d68d95a-4551-4db5-8ecf-8167d53ab0ce,2024-02-02 00:00:00.000
19300,"1, rue de Maubeuge",,Metz,143,57000,<memory at 0x0000022A99825900>,5618c5eb-07b9-4f55-9fe3-5ee52895c2c4,2024-12-20 10:09:29.423
19301,6369 Ellis Street,,Gold Coast,64,4217,<memory at 0x0000022A998259C0>,ee10d83d-2d4f-421f-a0eb-ad0cea9767c0,2024-09-08 00:00:00.000
19302,381 Marina Village Pkwy.,,Leeds,14,LE18,<memory at 0x0000022A99825A80>,67671b13-df23-4518-9f2c-f091392cd7f8,2024-10-07 00:00:00.000
19303,438 Post Road,,San Francisco,9,94109,<memory at 0x0000022A99825B40>,101c4634-c19c-4417-af1c-15f8b4288d78,2024-11-15 00:00:00.000
19304,478 McFaul Drive,,Oak Bay,7,V8P,<memory at 0x0000022A99825C00>,84172c6f-3c86-4386-9359-73e4a1d4f758,2024-11-01 00:00:00.000
19305,1465 Dover Drive,,Lake Oswego,58,97034,<memory at 0x0000022A99825CC0>,ba2057cc-2ca5-444a-8ee2-fac8b551f9b8,2025-03-06 00:00:00.000
19306,9699 William Reed Dr.,,North Ryde,50,2113,<memory at 0x0000022A99825D80>,b2874903-4985-42e4-b735-63ef3aeb9d71,2025-05-28 00:00:00.000
19307,5240 Premier Pl.,,Stoke-on-Trent,14,AS23,<memory at 0x0000022A99825E40>,00721437-ceba-40da-b15f-74507c54226e,2024-11-25 00:00:00.000
19308,1760 Lisa Lee Lane,,Redwood City,9,94063,<memory at 0x0000022A99825F00>,94116527-73ca-47d0-a858-61be8a450802,2024-11-16 00:00:00.000
19309,"15, rue Basse-du-Rocher",,Suresnes,178,92150,<memory at 0x0000022A99825FC0>,cd8f511f-a91b-4f5d-bb6d-a12943e50889,2024-12-20 10:09:29.423
19310,3001 N. 48th Street,,Marysville,79,98270,<memory at 0x0000022A99826080>,00812be8-66f6-4f6c-842e-4fa0515e3e12,2024-07-27 00:00:00.000
19311,"1211, rue des Ecoles",,Bobigny,179,93000,<memory at 0x0000022A99826140>,e5c6456e-12da-4f71-9da3-bd391db0fc79,2024-12-20 10:09:29.423
19312,6205 Lorie Lane,,Shawnee,7,V8Z 4N5,<memory at 0x0000022A99826200>,870ac026-4e11-453c-bc04-ee2e27e2cf81,2025-04-28 00:00:00.000
19313,"84, rue Philibert-Delorme",,Roncq,145,59223,<memory at 0x0000022A998262C0>,d0f27994-8b2e-46b7-bd35-60a80a9192b6,2024-12-20 10:09:29.423
19314,"33, allÃÂ©e des Princes",,Les Ulis,177,91940,<memory at 0x0000022A99826380>,d92f376a-f8b0-4395-a583-c66dd1630605,2024-12-20 10:09:29.423
19315,6011 Driftwood Dr.,,Newcastle,50,2300,<memory at 0x0000022A99826440>,d7c64138-80aa-4ee5-b145-18f40f7e4976,2023-08-12 00:00:00.000
19316,7700 Meaham Drive,,Shawnee,7,V8Z 4N5,<memory at 0x0000022A99826500>,c197af9c-af6a-4668-aaae-893b2c7b8518,2024-11-16 00:00:00.000
19317,3815 Berry Dr.,,Westminster,7,V3L 1H4,<memory at 0x0000022A998265C0>,709a9b70-a947-4fe1-b72b-b61794176348,2024-08-19 00:00:00.000
19318,"810, rue des Rosiers",,Saint-Denis,179,93400,<memory at 0x0000022A99826680>,da347c30-fea7-44e6-8e6b-491433b9271d,2024-12-20 10:09:29.423
19319,2926 Woodside Court,,Burlingame,9,94010,<memory at 0x0000022A99826740>,b5ef8ef7-e514-416e-aa26-65319c05d3ce,2023-11-03 00:00:00.000
19320,1933 Rock Creek Pl.,,Townsville,64,4810,<memory at 0x0000022A99826800>,aa1e25f0-721f-47b6-b766-c40af0bc1287,2024-12-28 00:00:00.000
19321,6592 Bent Tree Lane,,Portland,58,97205,<memory at 0x0000022A998268C0>,846f6d75-edef-4496-a893-a1dfbebb1c1a,2023-01-09 00:00:00.000
19322,3215 Polson Court,,Burlingame,9,94010,<memory at 0x0000022A99826980>,24b37abe-3787-4024-9181-a567f5e79251,2022-12-02 00:00:00.000
19323,861 Napa Ct.,,Perth,66,6006,<memory at 0x0000022A99826A40>,44c552a3-a95e-4e8a-b8c0-772211b2135c,2024-07-29 00:00:00.000
19324,8128 Kane Circle,,Hervey Bay,64,4655,<memory at 0x0000022A99826B00>,7f4ea357-de63-41b7-9c72-79bc16ef2137,2025-01-07 00:00:00.000
19325,5785 American Beauty Dr,,Goulburn,50,2580,<memory at 0x0000022A99826BC0>,32e3788f-5aa1-4603-9c87-fd24fa0923e4,2024-08-02 00:00:00.000
19326,3230 Buchanan Rd.,,Bracknell,14,RG12 8TB,<memory at 0x0000022A99826C80>,99c680d2-1439-428b-bcea-8c7a31e2ebf5,2022-09-06 00:00:00.000
19327,7660 Willow Creek Ct.,,Cliffside,7,V8Y 1L1,<memory at 0x0000022A99826D40>,09cbe597-6bb1-4c51-b5fb-7940d7745af6,2025-05-29 00:00:00.000
19328,Erftplatz 99,,Berlin,70,12311,<memory at 0x0000022A99826E00>,add69a97-4625-4dad-ab27-4c4186744ca5,2023-10-02 00:00:00.000
19329,1359 Montgomery Avenue,,Sydney,50,1002,<memory at 0x0000022A99826EC0>,36161ab7-54fd-478b-9f8a-9d67dc815121,2025-05-05 00:00:00.000
19330,5898 Mt. Dell,,St. Leonards,50,2065,<memory at 0x0000022A99826F80>,938a3e39-c925-479b-909f-4f86d10ac3e2,2023-08-12 00:00:00.000
19331,5868 Clayton Road,,Sunbury,77,3429,<memory at 0x0000022A99827040>,c38e5347-7217-4c84-9ae3-4f3579c48781,2023-03-23 00:00:00.000
19332,6670 Del Rey St,,Matraville,50,2036,<memory at 0x0000022A99827100>,7d356c23-6ee7-405b-bb0b-ad660f394e19,2025-02-24 00:00:00.000
19333,6730 Saddlehill Lane,,Fremont,9,94536,<memory at 0x0000022A998271C0>,a841e70b-4eb6-466f-9ee1-06e66cff2f03,2024-09-14 00:00:00.000
19334,174 Carlotta,,Colma,9,94014,<memory at 0x0000022A99827280>,95dc116b-4596-43e6-85df-8d3685ad16e2,2023-07-02 00:00:00.000
19335,3296 Sinaloa,,Bellingham,79,98225,<memory at 0x0000022A99827340>,81e13536-bc61-4b39-bbbc-0b94bf08907a,2023-09-18 00:00:00.000
19336,6516 Pine Tree Drive,,Yakima,79,98901,<memory at 0x0000022A99827400>,a19d6dbf-cef7-4ac2-ad19-b620bc9e1a05,2025-05-13 00:00:00.000
19337,"2, rue Pierre-Demoulin",,Lille,145,59000,<memory at 0x0000022A998274C0>,818b09b8-1a31-4b44-be5d-815a29447a24,2024-12-20 10:09:29.423
19338,4594 Rose Dr.,,Westminster,7,V3L 1H4,<memory at 0x0000022A99827580>,7acd68b1-c505-4038-b707-cd956151c882,2024-08-13 00:00:00.000
19339,5508 Trembath Court,,Geelong,77,3220,<memory at 0x0000022A99827640>,96e9f350-65f3-4f27-b2e6-3f030ee4b158,2023-12-11 00:00:00.000
19340,7290 Mt. Hood Circle,,San Francisco,9,94109,<memory at 0x0000022A99827700>,292694b3-3116-4872-85e1-c63402525a41,2024-07-26 00:00:00.000
19341,5621 Arcadia Pl.,,Lynnwood,79,98036,<memory at 0x0000022A998277C0>,1fc948a0-f4e3-410d-a956-998f864744d8,2024-10-02 00:00:00.000
19342,8571 Mehaffey Way,,Port Hammond,7,V6B 3P7,<memory at 0x0000022A99827880>,56a9b43e-398a-4bd8-a2b4-4ff183b1047d,2023-06-17 00:00:00.000
19343,7157 Park Lane Circle,,Watford,14,WA3,<memory at 0x0000022A99827940>,71518c45-763c-4ee3-bd39-83775aed4380,2023-12-18 00:00:00.000
19344,8047 Dover Drive,,Bellflower,9,90706,<memory at 0x0000022A99827A00>,7c89c8c4-3dc2-4920-9cfb-dc131af230ad,2023-11-05 00:00:00.000
19345,8408 Garcia Ranch Road,,Hervey Bay,64,4655,<memory at 0x0000022A99827AC0>,fb7517f5-1d04-4a9f-ab14-63c19624da05,2024-03-14 00:00:00.000
19346,"95, avenue de lÃÂ´ Union Centrale",,Saint Germain en Laye,164,78100,<memory at 0x0000022A99827B80>,b04e87a9-1155-4ac2-8194-ee4f3d32f731,2024-12-20 10:09:29.423
19347,6589 Viewpoint Ct,,Lavender Bay,50,2060,<memory at 0x0000022A99827C40>,a7df6e21-7240-4f8b-bc0d-84e9cbf14466,2024-11-28 00:00:00.000
19348,7971 Calle Verde Drive,,Milwaukie,58,97222,<memory at 0x0000022A99827D00>,fda14e3b-0ec2-43eb-8d78-a6fbeee9ade9,2023-06-27 00:00:00.000
19349,2842 Inverness Drive,,Sunbury,77,3429,<memory at 0x0000022A99827DC0>,ab455395-e51c-4408-94e2-4b40349d07d5,2023-02-20 00:00:00.000
19350,1905 Clyde Street,,Findon,66,5023,<memory at 0x0000022A99827E80>,977daca4-8607-45c0-a986-b956a162cbdd,2024-05-13 00:00:00.000
19351,9720 Morning Glory Dr.,,Brisbane,64,4000,<memory at 0x0000022A99827F40>,6c39fa6a-943b-4f0d-baf7-f12e2c0b56f8,2024-01-07 00:00:00.000
19352,6089 Santa Fe Dr.,,Torrance,9,90505,<memory at 0x0000022A99838040>,85c34783-608c-43b9-bc05-377160e7df54,2025-04-06 00:00:00.000
19353,6743 Blue Ridge Dr.,,Wollongong,50,2500,<memory at 0x0000022A99838100>,ce242326-ee52-4674-8046-bd9ca2e7c542,2024-02-13 00:00:00.000
19354,"3403bis, boulevard Saint Germain",,Villeneuve-d'Ascq,145,59491,<memory at 0x0000022A998381C0>,8d8176a0-71d9-45c8-a421-91154b7acc2c,2024-12-20 10:09:29.423
19355,1692 Detroit Ave,,London,14,EC1R 0DU,<memory at 0x0000022A99838280>,0ef7abeb-610e-4681-a3f4-5adeedcd9af7,2024-07-27 00:00:00.000
19356,7370 Rolling Green Circle,,Los Angeles,9,90012,<memory at 0x0000022A99838340>,9f9cf3e8-1ae9-4d48-bcbe-c41a50de29f7,2024-07-25 00:00:00.000
19357,8297 Dos Encinas,,Beaverton,58,97005,<memory at 0x0000022A99838400>,db6d951d-585c-42d9-8456-88d6578f9ac2,2022-07-17 00:00:00.000
19358,1817 Adobe Drive,,Kirkland,79,98033,<memory at 0x0000022A998384C0>,845e055a-b7d5-4552-ab4d-9a9fb567d616,2023-07-24 00:00:00.000
19359,9639 Ida Drive,,Langford,7,V9,<memory at 0x0000022A99838580>,ff2fbf49-e5c9-4b38-991a-cae3af132d5c,2024-12-26 00:00:00.000
